Abstract;Year
"The invention discloses a table data processing method and device electronic equipment and a storage medium and relates to the field of computers in particular to the artificial intelligence fields of natural language processing knowledge maps and the like. According to the specific implementation scheme the method comprises the steps of recognizing a to-be-processed target table to determine a target style parameter and a first content list corresponding to the target table; based on the target style parameter extracting a candidate reference table from the plurality of reference tables; determining content similarity and position similarity between the target table and the candidate reference table according to the first content list and a second content list corresponding to the candidate reference table; under the condition that the content similarity and the position similarity meet preset conditions determining the candidate reference table as a target reference table; and according to the association relationship between the second contents in the target reference table determining the association relationship between the first contents in the target table. According to the method structuring of the complex table can be realized.";2021
The invention discloses an intelligent interaction-oriented sentence pair semantic matching method and device and belongs to the field of artificial intelligence and natural language processing. The technical problem to be solved by the invention is how to capture semantic features and sentence interaction information so as to realize intelligent semantic matching of man-machine interaction sentence pairs. According to the technical scheme a sentence pair semantic matching model composed of a multi-granularity embedding module a multi-level alignment matching network module a feature enhancement module and a label prediction module is constructed and trained and multi-level alignment matching expression of sentence information is achieved. The matching tensor of the sentence pair is generated through one-dimensional maximum pooling and interaction the matching degree of the sentence pair is judged and the goal of intelligent matching of the sentence pair is achieved. The device comprises a sentence pair semantic matching knowledge base construction unit a training data set generation unit a sentence pair semantic matching model construction unit and a sentence pair semantic matching model training unit.;2021
"The invention discloses an industrial knowledge base automatic construction method and device and a storage medium. The method comprises the following steps: on the premise that an industrial domain concept system is carded out for different types of data sources efficiently constructing core entity types such as enterprises and talents and relations between the core entity types by using priorknowledge such as models rules and dictionaries and supporting premise on-demand batch updating of knowledge; moreover for unstructured document data such as industrial information performing fragmentation and semantic indexing on the document by using a method of combining deep learning and rules performing subject-oriented fine-grained event extraction on a core event type designing a standardized text information extraction data structure to solve the problems of services output in each processing stage and communication between the services; and furthermore realizing dynamic event acquisition of core entities such as enterprises and talents through a context-based entity linking technology and assisting in guiding update of the existing knowledge so as to further enrich the industrial knowledge dimension.";2021
"The invention discloses a knowledge matching method and device fusing context semantic constraints equipment and a medium and the method comprises the steps: carrying out the knowledge extraction of an obtained input statement and obtaining an entity vector and a relation vector in the input statement; converting the input statement into a text vector; splicing the entity vector the relation vector and the text vector to obtain a target vector; performing similarity matching on the target vector and a vector record in a knowledge base to determine a similar vector set; and taking the vector with the highest similarity in the similar vector set as a matching result. The efficiency is improved the time cost and the labor cost for making the annotation data are reduced and the method can be widely applied to the technical field of natural language processing.";2021
"The embodiment of the invention discloses a method and device for detecting an original text electronic equipment and a computer readable storage medium and relates to the technical field of naturallanguage processing knowledge maps cloud services and deep learning. A specific embodiment of the method comprises the steps of extracting a theme from an obtained to-be-detected text; extracting asubject-called bin triple from the to-be-detected text; calculating the similarity degree between the subjects of the to-be-detected text and the public text and the subject-called-object triples and determining whether the to-be-detected text is an original text or not based on the similarity degree. In order to identify the non-original text subjected to more complex rewriting operation the embodiment more accurately identifies whether the two texts have substantive equivalence or similarity in content or not by comparing themes expressing the content expressed by the to-be-detected textand the public text with the subject-called-guest triad and thus the detection result of the original text is more accurate.";2021
"The embodiment of the invention provides a text processing method and device equipment and a computer readable storage medium. The method comprises the steps of obtaining at least two to-be-processed texts; determining the similarity between the to-be-processed texts; determining at least two first texts according to the similarity between the to-be-processed texts and a preset similarity threshold; identifying the at least two first texts determining categories corresponding to the at least two first texts and determining a second text corresponding to each category from at least two first texts; according to a preset entity word determining and obtaining a second text used for extracting the triad from each second text. According to the method through the processing the samples without the triads and the samples comprising the repeated triads are screened out from the to-be-processed text so effective samples can be provided for artificial sample annotation  and the efficiency of artificial sample annotation in the field of knowledge maps of artificial intelligence is improved.";2021
"The invention provides a knowledge comparison annotation method and device electronic equipment and a storage medium and can be applied to the field of artificial intelligence or finance. According to the invention for to-be-compared knowledge in a knowledge base keyword sequences of the knowledge can be determined through keyword extraction wherein the keyword sequences are composed of a plurality of keywords with the highest weights and the keyword sequences represent the knowledge to the greatest extent for being able to represent importance degrees of the corresponding keywords in the knowledge; and for any two pieces of to-be-compared knowledge annotation of different granularities can be completed by comparing the keywords in the keyword sequences of the two pieces of knowledge. Therefore on the basis of the invention a visual and convenient knowledge comparison function with appropriate granularity can be provided for users and the knowledge reading experience of the users is improved.";2021
"The invention relates to the technical field of artificial intelligence is applied to an intelligent response scene and discloses a question and answer processing method and device based on structured data equipment and a medium so as to solve the problems that a knowledge base is large in volume and not easy to maintain. The method comprises the steps of obtaining target structured data the target structured data comprising structured data corresponding to multiple intention classifications the structured data of each intention classification comprising a group of structured data uniquely corresponding to each piece of sub-classification information corresponding to the intention classification and the similarity of each group of structured data being lower than a preset similarity; obtaining a target intention classification to which the user question belongs; judging whether the target intention classification belongs to intention classification in the target structured data or not; if yes carrying out slot position information extraction on the user question according to the target intention classification; if yes searching the content conforming to the slot position information in the structured data corresponding to the target intention classification; and responding to the user question according to the search content.";2021
"The invention relates to an artificial intelligence technology and discloses a problem extension method which comprises the steps of performing label text retrieval according to an original text setto obtain a label text set; carrying out extension problem prediction on the original text set by utilizing a problem extension model to obtain a prediction text set; calculating a first loss value between the original text set and the prediction text set and a second loss value between the prediction text set and the label text set to obtain a final loss value; adjusting internal parameters of the problem expansion model according to the final loss value until the final loss value is smaller than a preset threshold value and obtaining a standard problem expansion model; and performing extension prediction on the to-be-extended text by utilizing the standard problem extension model to obtain an extended text set. The invention also relates to a blockchain technology and the label text set and the like can be stored in a blockchain node. The invention further discloses a problem expansion device electronic equipment and a storage medium. According to the invention the problem thatthere is no extended question or there are few extended questions in newly added questions of the knowledge base can be solved.";2021
Methods and systems for knowledge extraction that involve providing analytics and blending the analytics with analysis of one or more knowledge processes are provided. Knowledge extraction may be based on combining analytic approaches such as statistical and machine learning approaches. Unstructured data such as numerical geo-spatial text speech image video data and music may be used as input for these processes. The methods and systems may convert this unstructured data into a structured knowledge that has some specific utility to its user. Some embodiments may involve service requests delivery information and knowledge extraction information and knowledge retrieval media mining marketing and other uses. Different granularity levels of knowledge and information extraction may be provided. This differentiation may be used for monetization of the service.</p>;2015
A machine learning system and method for contact center use. Activities associated with a plurality of contact centers are monitored and a knowledge base is updated based on the monitored activities. An outcome for a particular contact center may be predicted based on monitored interactions for the particular contact center and based on information in the knowledge base. An output is then generated based on the predicted outcome.;2015
Systems and methods for processing automated message exchanges using artificial intelligence are providing. In some embodiments a message is generated by populating variable fields within a message template with corresponding data from a knowledge set and/or a lead data set. Lead data is the data known about the intended recipient of the message whereas the knowledge set is contextual knowledge useful for the artificial intelligence. Once the message has been generated the system waits for a response from the lead. Once the response is received the AI algorithms may categorize the response and generate a corresponding confidence value for the categorization. The categorization and confidence level are utilized to determine which subsequent action the system takes. The actions consist of sending a follow-up message a subsequent message in the series requesting user input or discontinuing messaging.</p>;2016
A machine learning system and method for contact center use. Activities associated with a plurality of contact centers are monitored and a knowledge base is updated based on the monitored activities. An outcome for a particular contact center may be predicted based on monitored interactions for the particular contact center and based on information in the knowledge base. An output is then generated based on the predicted outcome.</p>;2017
"A big data environment-based O2O e-commerce user data mining method is disclosed and comprises the following steps: data is normally organized in a form of files or metadata in a database and then subjected to sampling and selecting operation; a dispersion type and a continuous value of a data object are predicted via a classification algorithm and a prediction algorithm; different from traditional data analysis big data mining is a process of automatic knowledge discovery data is obtained from different data sources in absence of clear objects the data is preprocessed a large quantity ofobservation data is mined and analyzed via great use of machine learning and artificial intelligence characteristics of all user groups are analyzed personal characteristics of users are further analyzed valuable knowledge can be obtained and therefore commercial value can be obtained.";2018
The invention discloses an artificial intelligence classroom teaching system and relates to the field of artificial intelligence. The artificial intelligence classroom teaching system comprises a user a client side serving as a platform for conducting information interaction between the user and the system an artificial intelligence server serving as equipment for providing intelligent servicea knowledge base for storing a large amount of knowledge-type data information and a user library for storing a large amount of user data information. The artificial intelligence server is arranged between the client side and the knowledge base and the user library is connected with the client side. The artificial intelligence server further comprises a student unit a teacher unit and a parentunit. According to the artificial intelligence classroom teaching system a platform for intelligent solving teacher teaching self-testing and data downloading is provided for students through the student unit a platform for learning progress learning and communicating with teachers is provided for parents through the parent unit the learning efficiency of the students is improved learning interest of the students is increased and the parents are helped to learn learning situations of the students.;2018
"The invention relates to the technical field of machine learning and discloses a management method for automatically deducing tracking processing and replenishing the shortage reason of an e-commerce page which realizes eliminating the shortage to the maximum extent through an algorithm model. The invention is characterized in that the deep neural network model and the method of the continuousevolution mechanism are applied to the e-commerce industry comprising the following steps of: acquiring and processing multi-source heterogeneous data; Pattern Analysis and Reasoning Based on NeuralNetwork; Automatic workflow task assignment; Multidimensional data analysis; Knowledge management and model evolution. The invention extracts mode codes based on commodity page status inventory order logistics personnel and other information; the algorithm model automatically recognizes and deduces the code. Establish workflow for stock-out events based on results and knowledge base; the forecasting model can generate shortage warning and trigger replenishment event. The invention effectively processes the shortage of e-commerce pages has high accuracy of analysis and inference monitorsunknown shortage reasons and realizes the transformation from post-processing to pre-prevention.";2018
Methods systems and computer programs are presented for notifying users of identified bias when the users make decisions. One method includes an operation for tracking by a bias machine-learning program (MLP) the activities of a user. A set of features is defined for detecting bias where the features include user profile information user environment information history of activities and decisions of the user community information and a knowledge base that includes facts. Additionally the bias MLP detects a decision of the user based on the tracked activities and analyzes the decision for bias when making the decision. The analysis is based on the decision facts relevant to making the decision and the features utilized by the bias MLP. When a bias is detected a notification is presented to the user of the detection of the bias with one or more reasons for the detected bias.;2018
"The invention provides a bank potential credit client mining method based on a knowledge graph and a machine learning algorithm. The method comprises the following steps: 1 a sample collection stage;2 a data preprocessing stage; 3 a model training stage. The method has the advantages that an efficient XGBoost integrated classifier is used for training a potential credit granting customer prediction model potential credit granting customers with higher marketing success rate are mined and accurate marketing of the customers is realized; the wide application and popularization of the method provide credit clients with higher marketing values for service personnel the method improves the work efficiency of front-line service personnel and has great significance and application valuesfor carrying out credit servicees in banks. A mode of extracting features based on the map is applied to potential credit granting customer mining for the first time so that the application range ofthe knowledge map is expanded and the development of the knowledge map is further promoted; and a good effect is achieved for solving the problem of nonuniform sample treatment.";2019
The present invention relates to a knowledge sharing social platform device and a knowledge sharing social platform system having the same. The present invention answers a wide variety of interesting questions of people views results of responses of other people to the questions and provides interactive knowledge sharing services in which a user can create questions of the user. The present invention can be developed into a marketing platform which accumulates vast personal taste data from all over the world through user participation and various consulting services can be performed by being combined with artificial intelligence. COPYRIGHT KIPO 2020;2019
A method includes receiving an original feature-set for training a machine learning system the feature-set including multiple records each having a set of original features with original feature values and a result querying a knowledge base based on the set of original features receiving a set of knowledge features with knowledge feature values responsive to the querying of the knowledge base generating a first augmented feature-set that includes the multiple records of the original feature set and the knowledge features for the multiple records and training the machine learning system based on the first augmented feature-set.;2019
A method includes receiving an original feature-set for training a machine learning system the feature-set including multiple records each having a set of original features with original feature values and a result querying a knowledge base based on the set of original features receiving a set of knowledge features with knowledge feature values responsive to the querying of the knowledge basegenerating a first augmented feature-set that includes the multiple records of the original feature set and the knowledge features for the multiple records and training the machine learning system based on the first augmented feature-set.;2019
"The invention discloses an AI (artificial intelligence) service intelligence quotient test method which comprises the following steps of: analyzing a relationship between an AI product service intelligence quotient and user experience designing a test scheme based on a service intelligence quotient model and testing the AI product service intelligence quotient; specifically obtaining the userexperience through user comments Internet ranking and questionnaire and analyzing the user experience degree of the artificial intelligence product; designing a test scheme of knowledge acquisitioncapability a professional skill module and knowledge innovation capability; and testing and practicing the knowledge acquisition capability the mastering capability of knowledge the creation capability of knowledge and the feedback capability of knowledge. Aiming at the defect of lack of a service intelligence quotient test in the prior art the method studies and designs a service intelligencequotient test module to realize consistency with user experience satisfaction.";2019
"The invention discloses an intelligent question and answer system and method based on a knowledge base and the system comprises a question obtaining module which is used for obtaining question characters; a semantic word segmentation module used for performing semantic word segmentation on the problem characters to obtain feature words in the problem characters; a question retrieval module used for retrieving a question with the highest similarity with the feature words in a preset question and answer knowledge base according to the feature words to serve as a target question; an answer feedback module the feedback module is used for feeding back a target answer corresponding to the target question to the user. Therefore the question and answer knowledge is correspondingly associated with the questions and answers and stored in the question and answer knowledge base the questions proposed by the user are solved by replacing or assisting the customer service through the artificial intelligence technology the input of customer service manpower of the enterprise in a consulting scene is reduced the workload of the customer service is released the cost is saved for the enterprise and the user service satisfaction is improved.";2019
"The invention discloses an intelligent customer service system based on the Internet of Vehicles. The intelligent customer service system comprises an AI instant messaging module a machine learning module an intelligent work order a mass knowledge base an intelligent customer application module and a background management module The AI instant messaging module comprises a self-service moduleand a message processing module; And the message processing module adopts a natural semantic processing technology performs machine learning in combination with a mass knowledge base quickly classifies problems fed back by the vehicle owner compares the problems with the mass knowledge base and gives an optimal matching solution. The invention aims to provide an AI assistant product of an automobile and provide revolutionary and intelligent difficult solutions vehicle diagnosis and intelligent travel services for an automobile owner. An original passive telephone feedback mode is converted into an active care and timely and diverse internet feedback mode. By using the user and vehicle data obtained by the vehicle-mounted terminal application of the invention the intelligent customerservice system can quickly provide accurate service for a vehicle owner.";2019
"Provided is a method performed by a computer which controls a predetermined display related to a second user terminal by intervening in an online TExT chatting session established between a first user terminal and the second user terminal which are remotely arranged. According to the present invention the method comprises the steps of: allowing a display during a TExT chatting session to display a first TExT input which is newly input by a first user on a first user terminal with previous TExT inputs which are exchanged between the first user terminal and a second user terminal on the TExT chatting session; displaying a TExT expression of a user intent of the first user which is determined by performing natural LANGuage processing on the first TExT input in accordance with a predetermined knowledge base model; displaying an analysis result obtained as a result of analyzing the user intent of the first TExT input with a user intent corresponding to at least one of the previous TExT inputs on the basis of the predetermined knowledge base model; and displaying a TExT expression of at least one chatting response candidate which can be provided by the second user terminal in response to the first TExT input determined based on at least a part of the user intent and an analysis result. COPYRIGHT KIPO 2020";2019
The invention discloses a method for analyzing user behaviors of power grid users through artificial intelligence. The method can effectively meet the demands of a power enterprise through a built user portrait model and a built user behavior analysis model adopts a market verification mode to form a knowledge base and a model effectively can dynamically find demand points of power grid users after continuous feedback and correction and can improve the service quality of power grid enterprises.;2020
"The invention discloses an intelligent customer service semantic processing method and belongs to the technical field of artificial intelligence natural language. The method comprises the steps of establishing a customer service client a sample data sampling module and a cloud server; establishing a DSSM semantic similarity model module and a TF-IDF model module in a cloud server; training a DSSMsemantic similarity model based on the sample data; training a TF-IDF model based on the mass data; constructing a TF-IDF model semantic similarity calculation method. The accuracy and the efficiencycan be well balanced by adopting a semantic similarity sorting algorithm a large number of conversation knowledge bases are provided by adopting daily operation and maintenance of manual customer services a semantic understanding method taking a deep learning technology as an algorithm core is adopted quick and accurate semantic matching is provided for intelligent customer services in the office field and the office efficiency is improved.";2020
"The invention provides a method a system a server and equipment for providing sales suggestions in real time and a computer readable storage medium the method comprises the steps of: obtaining voice information of a conversation between a salesman and a customer and determining intention information of the customer according to the voice information; and querying a knowledge base according tothe intention information of the client and generating sales suggestions according to a query result. According to the method of the invention the customer intention is recognized the knowledge base is combined sales suggestions are provided for salesmen in real time and the salesmen are assisted in coping with customer demands so that the customer waiting time is shortened the customer experience is improved the order forming probability is improved and sales experts do not need to manually summarize sales experience.";2020
"A method system and device for generating an advertisement copywriting and a computer readable storage medium the method comprising: constructing a product knowledge base for a commodity to be advertised; acquiring content generated by a user and extracting the intention of the user according to the content; determining content key points of the to-be-delivered advertisement according to the intention of the user and the product knowledge base; and inputting the content key points of the to-be-delivered advertisement into a preset advertisement language model to generate an advertisement copywriting. According to the embodiment of the invention the advertisement copywriting is automatically generated according to the historical data the workload of manual writing is greatly reduced the personalized intention of the user is more targeted and diversified and the advertisement effect is more ideal.";2020
"The invention relates to a customer service robot knowledge base ambiguity detection method and device and related equipment. The method comprises the steps: constructing a knowledge base the knowledge base is divided according to FAQ each FAQ is provided with at least one similar question and each FAQ is a category; dividing the knowledge base into a test set and a training set of a deep learning model; training a deep learning model on the training set and performing ambiguity detection by using the learned deep learning model; updating the knowledge base according to an ambiguity detection result; and repeating the steps until the learning effect is not improved any more. The knowledge base is updated according to the ambiguity detection result the training steps are repeated until the learning effect reaches the expected standard manual discovery and correction of knowledge base ambiguity can be assisted the ambiguity-eliminated knowledge base is obtained data are extracted from the ambiguity-eliminated knowledge base to serve as the training set and the test set of the deep learning model and the learning efficiency is improved. And the learning effect of the deep learning model is further improved.";2021
"The invention discloses a dialogue service system based on natural language processing. The system comprises a knowledge base management module a merchant construction module and a question and answer execution module. The merchant construction module is used for responding to a construction request of a merchant user providing a registration service and a login service for a merchant customer based on the construction request and providing a system login success page for the merchant customer based on the login service and the system login success page is used for receiving a knowledge base configuration request and a supplementary response configuration request of the merchant user; the knowledge base management module is used for responding to the knowledge base configuration request and providing question and answer configuration service for the merchant user based on the knowledge base configuration request and providing a dialogue service for the consumer user based on a preset generative dialogue model and a temperature configuration service. According to the technical scheme non-practical reply can be prevented from being provided for the customer user so that the problem that the core appeal of the customer cannot be met is solved.";2021
"Today web mining which is a branch of data mining acts a fundamental role in diverse applications like health care data extraction education system and search engines for evaluating their performance rank over other systems. Web Page prediction (WPP) is a classification issue in which the prediction of web pages is accomplished that a user may visit according to the knowledge of the formerly visited pages. WPP problem can be extended and implemented to reduce the access time while surfing the websites. The need to anticipate the needs of the website users to improve accessibility and user engagement is more than apparent now a day. Association rule mining is one of the most significant fields in data mining and knowledge discovery in databases. This concept plans to implement a new web page prediction model using an improved machine learning algorithm. The proposed web page prediction involves three phases (a) Rule Mining (b) Optimal Rule Selection and (c) Prediction. Initially the collected web data is subjected to rule mining process. It is performed using the renowned association rule mining called Apriori algorithm which is adopted for mining the frequent item set and association rule learning over relational databases. The length of the rule extracted from the Apriori algorithm is long and it is needed to be reduced for performing the prediction with unique informative rules. Hence the optimal rule selection is adopted which uses the hybrid optimization algorithm with the integration of Deer Hunting Optimization Algorithm (DHOA) and Chicken Swarm Optimization (CSO) called Deer Hunting Rooster-based CSO (DR-CSO). Further the optimally selected rules are subjected to the Machine learning algorithm named Neural Network (NN) for predicting the browsing behavior of the user. Along with the optimal rule extraction the proposed DR-CSO is used for performing the training in NN. The experimental and comparative results will prove the efficiency of the developed model over existing algorithms. 
  Data Acquisition  
   Figure 1: Block diagram representation of developed web page prediction model";2021
"The invention discloses a sales work performance evaluation system based on an AI technology. The system comprises: a human-computer interaction interface which is used for inputting information and allowing sales personnel to follow up customer conditions to check sales data; a knowledge acquisition module which is used for classifying multi-dimensional data related to knowledge information by utilizing AI calculation; a knowledge base which records evaluation rules of the sales work ability; an evaluator which calculates according to an evaluation rule and outputs an evaluation result to sales personnel; an inference engine which performs classification marking and algorithm processing on the information by utilizing AI calculation and event rules and the processed data is recorded in a comprehensive database; and a comprehensive database which records various kinds of information input by sales personnel and data calculated and processed by the inference engine. According to the invention the AI artificial intelligence technology is utilized under the control of the rule formed by the knowledge and experience of experts the sales data of sales personnel are scientifically processed in real time a comprehensive and objective work performance evaluation result is obtained and the sales management efficiency of enterprises is improved.";2021
"The invention provides a commodity data processing method and device electronic equipment and a computer storage medium and relates to the technical field of networks in particular to the technical fields of deep learning information streams knowledge maps natural language processing and the like. According to the specific implementation scheme the method comprises the steps of obtaining merchant feature data of merchants and income contribution prediction data of the merchants to the e-commerce platform in a target prediction period; and according to the merchant feature data and the income contribution prediction data determining display data of commodities of the merchant on the e-commerce platform. According to the embodiment the effectiveness of commodity data display of merchants can be improved.";2021
"The invention discloses a social digital marketing method and system a storage medium and electronic equipment. The social digital marketing method comprises the following steps: a business knowledge construction step: establishing index calculation logic between domain knowledge schema and brand marketing indexes; a domain knowledge acquisition step: sampling and annotating domain corpora according to the domain knowledge schema to obtain annotated corpora constructing a knowledge extraction model according to the annotated corpora and performing knowledge extraction calculation on the domain corpora by using the knowledge extraction model to obtain domain corpora knowledge; and a brand marketing statistical analysis step: processing the domain corpus knowledge according to the index calculation logic to obtain a business index and then performing trend prediction on the business index according to the index calculation logic. According to the invention brand marketing can be more real-time and more effective.";2021
"The invention provides an abnormal traffic identification system. The system comprises an unsupervised learning unit a supervised learning unit an interaction unit and a rule knowledge base the interaction unit enriches the rule knowledge base by using the output of the unsupervised learning unit and uses the enriched rule knowledge base for construction of a first feature project and a second feature project. The first feature project is a feature project of an unsupervised learning unit and the second feature project is a feature project of a supervised learning unit; an unsupervised learning unit an interaction unit and an enriched rule knowledge base are adopted to identify abnormal traffic with unknown categories; and a supervised learning unit an interaction unit and an enriched rule knowledge base are adopted to identify abnormal traffic with known categories. According to the scheme different methods are adopted for identification for different traffic categories and accurate identification of various abnormal traffic is realized.";2021
Systems and methods for processing automated message exchanges using artificial intelligence are providing. In some embodiments a message is generated by populating variable fields within a message template with corresponding data from a knowledge set and/or a lead data set. Lead data is the data known about the intended recipient of the message whereas the knowledge set is contextual knowledge useful for the artificial intelligence. Once the message has been generated the system waits for a response from the lead. Once the response is received the AI algorithms may categorize the response and generate a corresponding confidence value for the categorization. The categorization and confidence level are utilized to determine which subsequent action the system takes. The actions consist of sending a follow-up message a subsequent message in the series requesting user input or discontinuing messaging.</p>;2021
"The invention discloses a marketing asset distribution demand plan compilation method based on artificial intelligence. The method comprises the following steps: collecting and arranging data related to marketing asset distribution to form a corresponding knowledge base; summarizing demand plans declared by a lower level and describing the demand plans by using a script language to form a plan template library; analyzing the demand plan in the demand plan template library by using a demand plan interpreter; reasoning the analysis result of the demand plan based on the knowledge base to obtain a distribution decision and forming a formal marketing asset distribution demand plan. The system structure of the marketing asset distribution demand plan is perfected so that the accuracy of the demand plan is enhanced the marketing resources are effectively managed and the intensive management level of material resources is improved.";2021
"The invention provides an intelligent customer service knowledge base updating method and device electronic equipment and a storage medium and belongs to the technical field of artificial intelligence. The method comprises the following steps: screening out candidate sound recording files according to user satisfaction conditions of a plurality of sound recording files; obtaining an abnormal sound recording file based on the preprocessed file corresponding to the candidate sound recording files; and updating the knowledge base based on the updated question and answer pair generated by the target question data in the abnormal sound recording file. According to the method and the device the recording files do not need to be completely played the candidate recording files are screened based on the satisfaction condition of the user to the answer data provided by the intelligent customer service the abnormal recording file is acquired by preprocessing the candidate recording files on this basis and the abnormal recording file is acquired by using the two processes of screening and preprocessing. Thus the labeling duration of the abnormal sound recording file is greatly shortened and the updating speed of the knowledge base is improved.";2021
"The invention discloses an E-commerce user interest point acquisition method and system a storage medium and electronic equipment. The E-commerce user interest point acquisition method comprises thefollowing steps: a network information processing step: acquiring network information and preprocessing the network information; a public opinion knowledge graph construction step: constructing a public opinion knowledge graph according to the preprocessed network information; and an interest point obtaining step: extracting corresponding map information from the public opinion knowledge map according to the product information corresponding to the product selected by the e-commerce user and obtaining the interest point of the e-commerce user according to the map information. According to theinvention active cooperation of the user is not needed the labor cost is saved the obtained data volume is large and repeated operation is facilitated for comparison so that the interest pointsof the e-commerce user are obtained more accurately and the recommendation accuracy of the recommendation system is further improved.";2021
"According to the embodiment provided are a method and device for automatically generating an advertisement equipment and a computer readable storage medium and a computer program product. The invention relates to the field of knowledge maps and deep learning. The method for automatically generating the advertisement comprises the steps of acquiring multimedia content reflecting the attribute ofan object based on the field to which the object of the advertisement belongs wherein the multimedia content comprises one of text content picture content video content and sound content; generating text information for describing the object based on the domain and the attribute; and combining the multimedia content and the text information to generate an advertisement. Therefore the advertisement can be automatically and efficiently generated.";2021
"The invention provides a multi-robot dialogue management method and device equipment and a medium and relates to the field of artificial intelligence and the method comprises the steps of: acquiring a dialogue request extracting service information in the dialogue request carrying out the matching of a management robot according to the service information and carrying out the matching of service features according to the service information to obtain a service feature chain; acquiring a plurality of matched dialogue robots according to the service types corresponding to the nodes in the service feature chain by the management robot enabling the matched dialogue robots to recognize dialogue intentions corresponding to user input information in the dialogue process and call corresponding knowledge bases according to the dialogue intentions to obtain response data; and enabling the management robot to match a preset output rule according to the response data of the plurality of dialogue robots and displaying the response data according to the matched output rule.";2021
"A method for processing information by an intelligent agent and the intelligent agent where the method comprises: a first intelligent agent sends a request message to a second intelligent agent where the request message includes an invitation message or a recommendation message; the first intelligent agent receives a decision message fed back by the second intelligent agent where the decision message is determined according to the invitation message or the recommendation message and a knowledge model of the second intelligent agent; and the first intelligent agent updates according to the decision message a knowledge model of the first intelligent agent or sends a notification message to a first user account corresponding to the first intelligent agent. By using these technical solutions information on a social network may be learned and processed by means of interaction with another intelligent agent thereby implementing mining of data on the social network.</p>";2016
