Abstract,Year
The invention provides an automatic construction implementation method of a software engineering knowledge base based on semi-supervised learning and solves the problems that the knowledge base of the field of the software engineering is rare at present the number of concepts is difficult to reach the degree of large scale the concept-to-concept relation is sparse and investment of a large amount of labor energy is required. The method is implemented by the steps that firstly the concept set of the field of the software engineering is expanded by using the Wikipedia and StackOverflow data source according to tag propagation secondly machine learning characteristics for performing hyponymy relation extraction on the concepts of the field of the software engineering are constructed thirdly positive example and negative example training data of relation extraction are automatically marked by adopting the method of template matching and rule matching fourthly the concept-to-concept relation extraction work is performed according to the iterative semi-supervised learning method and the extraction result of each time of iteration is optimized by combining the evaluation rules and fifthly standardized construction of the knowledge base is performed by using the RDF language.,2020
The invention belongs to the technical field of artificial intelligence and discloses a real-time anti-cheating detection and early warning method for online education and the method comprises the following steps: S1 starting an anti-cheating system and setting parameters S2 obtaining decoded real-time feature data and offline feature data S3 establishing a knowledge base and a machine learning model S4 carrying out comprehensive estimation and anomaly detection and acquiring and storing cheating data S5 judging whether the cheating data exceeds a preset cheating data threshold value or not S6 judging whether the number of the early warning reminding information of the current abnormal examinee terminal reaches a preset number threshold value or not and S7 carrying out periodic analysis to obtain an analysis result. The problems that in the prior art manual processing is relied on the influence range and number of cheating cannot be directly given and immobilizationof an anti-cheating system cannot be achieved are solved.,2021
The invention provides a financial statement data automatic identification and analysis method based on machine learning. Data extraction is carried out through the data extraction module text contents are screened and combined through a data cleaning and text aggregation module and the financial information formatting module is used for extracting single information from the data blocks enabling the extracted single information to form complete data blocks or text blocks then performing document structure analysis and information point labeling on the formed data blocks extracting financial data in the data blocks and outputting the financial data after checking. The data cannot pass the information integrity check the artificial auxiliary subsystem carries out artificial marking and correction and the marked and corrected data is fed back to the knowledge base for big data learning so that the document structure and information marking module the financial information formatting module and the information integrity checking module are trained to perform training upgrading of the information system the information processing is more complete and a data analysis closedloop is formed.,2017
The invention provides a power transmission line wind vibration disaster feature identification method and system based on a data knowledge base and the method comprises the steps: obtaining relatedhistorical data from multi-source data based on the wind vibration disaster information of a power transmission line wire integrating the historical data and based on the integrated historical datautilizing a multi-layer neural network supervised learning model to identify the wind vibration disaster characteristics of the wire. Unified and standardized processing and integration of structuredand unstructured disaster original data are realized and establishment of a multi-layer neural network supervised learning model of power transmission line wind vibration disasters is a necessary premise and basis for power transmission line wind vibration disaster feature recognition.,2019
The invention relates to a representation method of a Tibetan knowledge base. The method comprises the following steps: learning descriptive representation of entities in the knowledge base through aconvolutional neural network then learning structural representation of the entities in the knowledge base by using a TransE algorithm and finally performing fusion training on the two representations to obtain final representation of the knowledge base. According to the method high-quality text information can be extracted as much as possible and the model complexity and the parameter quantityneeding to be trained are reduced and finally better entity description-based knowledge representation is established.,2019
The invention provides a data cleaning method and device based on a knowledge base a computer readable storage medium and a terminal and the method comprises the steps: extracting main knowledge points and sub-knowledge points corresponding to the main knowledge points in the knowledge base and enabling the main knowledge points and the corresponding sub-knowledge points to form a pre-detectiondata pair inputting the pre-detection data pair into a deep learning model based on an attention mechanism and obtaining a matching value between the first overall semantic feature of the main knowledge point and the second overall semantic feature of the sub-knowledge point in the pre-detection data pair and sending the sub-knowledge points in the pre-detection data pair of which the matchingvalue is less than or equal to a preset threshold to an error correction server. Through an attention mechanism the overall semantic features of the knowledge points in the knowledge base can be extracted the overall semantic features of the knowledge points are utilized the matching values between the knowledge points are calculated more accurately and the efficiency and accuracy of data cleaning operation can be improved.,2020
The invention relates to a method for realizing intelligent cloud management based on knowledge driving. The method comprises the following steps: collecting structured data semi-structured data andunstructured data through a multi-cloud management platform cleaning converting and storing the data performing centralized management on the data and performing multi-cloud management operation and maintenance knowledge extraction performing multi-cloud management knowledge fusion and performing knowledge retrieval on the trained knowledge and applying the knowledge retrieval method to various scenes of multi-cloud management. The method and the system for realizing intelligent cloud management based on knowledge driving are adopted multi-cloud management is used as a main scene an offline cloud management knowledge learning technology and a real-time intelligent cloud management technology are researched the knowledge-driven intelligent cloud management system is constructed and used for solving the core problems of multi-cloud management platform resource allocation intelligent operation and maintenance faults alarms root causes and the like providing domain knowledgeservices and forming frontier application and intelligent practice based on multiple technical fields of cloud computing artificial intelligence big data and the like.,2020
The invention relates to a distributed accounting affair processing method which comprises: performing machine learning based on historical information of transaction data stored in a plurality of databases to form an allocation strategy knowledge base wherein the transaction data comprises a plurality of transaction records and executing at least one of the following items based on the allocation strategy knowledge base: selecting one of a plurality of databases to record a new transaction record newly setting a database to record a new transaction record and changing a destination database corresponding to stored transaction records. The method is beneficial to enabling the number of accounts managed by each database and the data volume to be relatively balanced.,2020
The invention discloses a tax domain-oriented knowledge graph construction method. According to the construction method a top-down and bottom-up combined mode is adopted. The method comprises the following steps: firstly constructing a tax knowledge graph mode based on tax knowledge in a tax expert system then data processing including tax data source selection and acquisition data cleaning and the like is carried out then information extraction is carried out and information extraction is carried out on the processed data according to different types and a mode diagram tax knowledge fusion is carried out knowledge sources in a tax knowledge graph are different problems of knowledge repetition relationship redundancy and the like need to be subjected to mode matching entity alignment and the like and knowledge is stored in a knowledge base after knowledge fusion is completed. And finally knowledge feedback is carried out and knowledge conflicts in intelligent tax model construction are solved by using a tax expert system. And finally the problem of untight combination of the knowledge graph and the tax scene is solved.,2020
The invention discloses a data processing method and device and electronic equipment and relates to the technical field of knowledge maps deep learning and big data. According to the specific implementation scheme during data retrieval hash calculation is performed on to-be-retrieved data according to the number of current fragments to determine a first fragment identifier corresponding to theto-be-retrieved data the first fragment identifier is searched for in the record and according to the search result the to-be-retrieved data is retrieved on a target fragment which is a first fragment corresponding to the first fragment identifier or a second fragment obtained by performing hash calculation on the to-be-retrieved data according to the number of initial fragments corresponding to a second fragment identifier. Compared with the prior art in which searching needs to be carried out in each fragment involved in the data the retrieval range is small although two times of hash calculation need to be carried out on the to-be-retrieved data computing resources occupied by the two times of hash calculation are few and therefore the retrieval efficiency of the data is improved to a certain degree.,2020
The invention provides a data warehouse processing method based on network security data governance. The data warehouse processing method comprises the steps of 1 enabling an acquisition center to collect data and send the data to a basic library of a data warehouse 2 sending the data collected in the step 1 to a resource library and a knowledge base by the basic library of the data warehouse 3enabling the resource library and the knowledge base to form a topic library through data mining machine learning and other technologies and 4 storing the data in the topic library according to a multi-dimensional mode to generate a decision analysis demand-oriented data cube. According to the novel data warehouse structural design based on network security data governance data governance and data analysis and mining are closely combined by taking the data warehouse as a carrier so that the governed data are better applied to data analysis and better serve customer services.,2020
The invention relates to an abnormal data flow online calibration system heurized by a brain-like hierarchical memory mechanism. The system comprises a missing data filling module (I) a dimension reduction module (II) a multi-dimensional counting Bloom filter module (III) a hierarchical memory library module (IV) an experience knowledge base module (V) and a calibrated data block module (VI).The I is used for filling up missing data in data blocks in a data stream batch processing link. The II is used for performing low-dimensional representation on the high-dimensional data in the data block. The III is used for judging whether the new data sample is abnormal . The IV is used for storing the historical data sample processed in the step II. The V is used for storing historical data samples which are processed by I but not processed by II. The III and theIV are matched with each other to be replaced and the IV and the V are matched with each other to be updated and the VI is usedstoring the replaced and updated new data sample. According to the online calibration system under the condition that original data distribution is not changed outliers noise missing values and the self-adaptive concept drift phenomenon are corrected in real time.,2020
The invention relates to the technical field of machine learning in particular to an automatic machine learning system based on reinforcement learning which comprises a learning library and an automatic machine interacting with the learning library intelligently and is characterized in that the automatic machine is used for obtaining a learning instruction sent by a user and sending the learning instruction to the learning library and the learning library is used for receiving the learning instruction sent by the automatic machine executing a learning action and sending a learning resultto the automatic machine. According to the system intelligent interaction is carried out between the automatic machine and the learning library learning is carried out from a large amount of learning material data of the complex dynamic system and continuous training is carried out based on the knowledge base pre-stored in the learning library according to the learning instruction sent by the user and the intelligent learning capability of the automatic machine is improved.,2020
The invention discloses a method and a device for automatically constructing an FAQ knowledge base based on table data. The method comprises the following steps of: dividing the table data into a normalized table and a non-normalized table generating a first question and answer pair according to the normalized table by using an SQL statement generator and a first question generator which are obtained by pre-training generating a second question and answer pair according to the non-normalized table by using a natural statement generator and a second question generator which are obtained by pre-training and screening the generated first question and answer pair and the second question and answer pair and constructing an FAQ knowledge base according to the screened question and answer pairs. A large amount of manpower and time cost is saved and the FAQ knowledge base with effective coverage is generated in the cold start stage of the automatic question-answering system. In addition the method can generate question and answer pairs by using the normalized table data and the non-normalized table data so that the method is suitable for constructing the FAQ knowledge base by using the table data in the government affair field.,2020
The invention discloses a machine learning-based power grid infrastructure project data knowledge graph construction method and the method comprises the following steps: extracting information in unstructured text data and semi-structured table data of a power grid infrastructure project by utilizing a dependency relationship model and a bidirectional long-short-term memory artificial neural network hybrid model mining the valuable information contained in texts in the data through knowledge fusion and then constructing the capital construction project data knowledge graph. According to the graph natural languages in different types of files are converted into nodes and relationships in a semantic knowledge base and intelligent search and associated information recommendation functions can be realized.,2021
The invention discloses a self-healing control method and device for sensing data computer equipment and a storage medium. The self-healing management and control method for the sensing data comprises the following steps: acquiring the sensing data based on a data source of network communication detecting the data quality of the perception data by adopting a deep learning engine to obtain target quality problem data based on a preset data self-healing knowledge base inputting the target quality problem data into a quality self-healing model of the deep learning engine and outputting a repairing instruction wherein the data self-healing knowledge base comprises a quality repairing rule strategy and the quality self-healing model takes the quality repairing rule strategy and the quality problem data as training samples training the samples by adopting a Q-value convolutional neural network and performing self-healing repair on the sensing data according to the repair instruction. By adopting the self-healing management and control method for the sensing data the data quality of the sensing data can be ensured in massive-level network data.,2021
The invention relates to the technical field of artificial intelligence and discloses a data management method and device equipment and a storage medium. The method comprises the following steps: in the technical scheme provided by the invention obtaining corpus data from a preset knowledge base and performing data cleaning on the corpus data to obtain target corpus data inputting the target corpus data into a preset intention classification model to perform classification prediction on the target corpus data in the knowledge base to obtain a prediction result and according to a prediction result screening and deleting standard questions with similar intentions and deleting irrelevant extended questions to optimize the knowledge base. The quality of the knowledge base is improved and the technical problem of poor user experience caused by low question answering accuracy of an intelligent customer service system is solved.,2021
The invention discloses a data drainage playback method and device electronic equipment and a readable storage medium and relates to the field of artificial intelligence such as cloud computing and knowledge mapping and the method comprises the steps: obtaining to-be-processed original data wherein the original data comprises N pieces of interface request data and N is a positive integer greater than one analyzing an association relationship among the interface request data to obtain cleaning instruction information and performing drainage playback according to the original data and the cleaning instruction information. By means of the scheme the success rate of the playback result can be increased and the like.,2021
The invention relates to a knowledge graph application method and platform electronic equipment and a storage medium. The knowledge graph application platform comprises a data extraction module a knowledge graph construction module a management operation and maintenance module and a core application module. The data extraction module is used for extracting data from structured data semi-structured data and unstructured data the knowledge graph construction module is used for constructing a knowledge graph through a natural language processing model the operation and maintenance management module is used for providing multi-tenant resource management knowledge graph operation and maintenance management and/or execution node management and the core application module is used for carrying out graph calculation analysis and providing retrieval service. According to the knowledge graph application platform provided by the embodiment of the invention the knowledge graph application platform is a one-stop graph construction and operation and maintenance application whole bucket is specially used for disordered data of an enterprise quickly constructs a knowledge model and provides functions of retrieval service graph calculation analysis and the like.,2021
The invention discloses a data synchronization method and relates to the technical field of deep learning knowledge maps and big data. Comprising the steps of enabling a computing node to send a first registration request to a configuration center and send a first synchronization request under the condition that it is determined that the computing node is registered as an observer receiving first synchronization data sent by the configuration center and taking the first synchronization data as local data receiving a probing message sent by the configuration center and obtaining a comparison result of a version value of the probing message and a local version value sending a second synchronization request when the comparison result meets a preset condition and updating the local data after receiving the second synchronization data sent by the configuration center. The method also includes enabling the configuration center to receive a first registration request sent by the computing node and registering the first registration request as an observer after a first synchronization request sent by a computing node is received obtaining and sending first synchronization data sending a probing message to the computing node and after a second synchronization request sent by the computing node is received obtaining second synchronization data and sending the second synchronization data.,2021
The invention belongs to the technical field of river and lake management and discloses a think tank cloud system for a river-chief lake- chief system and a processing terminal. The think tank cloud system for the river-chief lake- chief system comprises a resource layer a technology layer an application layer and an application terminal. The resource layer comprises authoritative academic resources cooperation resources and resources generated by experts enterprises and individuals the technology layer comprises a natural language processing technology a text mining technology a knowledge element technology and a fragmentation technology the application layer comprises a river-chief lake-chief system knowledge base a river-chief lake-chief cloud classroom an expert database an enterprise technical product database a river-chief lake- chief system service platform database and a river-chief lake-chief system case database the application terminal comprises a computer a mobile phone a tablet computer and a touch screen. According to the invention the working level and the theoretical level of the river-chief lake-chief cloud classroom are improved and online teaching course autonomous learning and online communication are realized and a relation network between the experts and the enterprises and between the experts and the long river and the long lake is constructed and theoretical knowledge support is provided for the river-chief lake- chief system.,2021
The invention belongs to the field of Internet of Things and artificial intelligence particularly relates to an industrial Internet of Things equipment collaborative management and control system based on data and knowledge driving and aims to solve the problems that the number of Internet of Things equipment of an existing system is large physical distribution is wide data is complex and diverse effective collaborative management of the Internet of Things equipment is difficult to achieve. And the management efficiency is low and the security is low are solved. The method comprises the steps that a data warehouse module performs data screening and integration the model management module selects a corresponding data mining model the data mining module performs data mining the knowledge management module manages data the on-line evaluation and decision-making module performs on-line evaluation on the mined data and generates an intelligent management and control strategy of each device and system and the cooperative dispatching desk carries out cooperative dispatching and information display management on each device and each system. According to the invention the information of the system and each piece of equipment is effectively analyzed through a data mining technology an online control decision is given the efficient and intelligent operation of the system is realized and the safety is high.,2021
A method for storing and updating data relating to a first dynamic Knowledge Organization System and for storing and updating the mapping of its concepts to the concepts of a second Knowledge Organization System. The methods enables a reduction the computational burden involved in updating the mapping if Knowledge represented in the first KOS evolves while at the same time ensuring a high level of accuracy of the mapping between both KOSs. This allows for more efficient use of the knowledge represented on aggregate by multiple KOSs for example in the context of automated systems or artificial intelligence agents.</p>,2021
The invention discloses a method for judging an abnormal reason of electric energy metering equipment. The method is characterized by comprising the following steps: extracting abnormal data conforming to the judgment basis of an initial model XA through ETL performing first-layer judgment on equipment for extracting abnormal data online performing second-layer judgment on the basis of deterministic condition judgment of a deterministic algorithm until all the equipment generates and outputs a fault log and finally displaying and providing judgment reasons and suggestions to a user. According to the scheme the judgment result algorithm is provided by combining the judgment basis algorithm with the expert system knowledge base the abnormal reason corresponding to the abnormal data is accurately judged and the knowledge base can be self-updated and repaired through the algorithm so that more accurate judgment of the abnormal reason of the electric energy metering equipment is achieved.,2021
The invention discloses an urban public safety video monitoring evaluation system based on an expert system. The urban public safety video monitoring evaluation system comprises a human-computer interaction interface an evaluation knowledge base acquisition module an evaluation knowledge base an inference engine an interpreter and a comprehensive evaluation database wherein the evaluation knowledge acquisition module acquires knowledge inputted into the human-computer interaction interface to regularize the knowledge through a generative knowledge representation method and the interpreter adopts a machine language to input basic information of urban video monitoring to be evaluated and answer related questions proposed by the system through the human-computer interaction interface ifA is greater than B. According to the urban public safety video monitoring evaluation method based on the expert system the evaluation method based on the expert system is constructed the urban public safety video monitoring evaluation scheme is outputted evaluation accuracy is greatly improved and model support is provided for system planning.,2021
The invention discloses a digital rural operation and maintenance knowledge base platform and updating method based on edge intelligence. The digital rural operation and maintenance knowledge base platform based on edge intelligence is composed of a digital rural operation and maintenance cloud center database and edge intelligent equipment. The digital rural operation and maintenance cloud center database is composed of a user management module an operation and maintenance knowledge data warehouse an AI algorithm model a crawler engine a data interaction interface a similar problem pushing unit and a deep learning and expert group man-machine interaction module. An operation and maintenance engineer submits questions by edge intelligent equipment in a photographing and voice mode and intelligently answers the questions by means of an edge operation and maintenance knowledge base and the questions which cannot be answered are submitted to the cloud to request assistance the cloud pushes key knowledge to the edge intelligent equipment through deep learning and expert system answering the edge intelligent equipment adopts a hot search self-maintenance mechanism combines search and consultation record analysis of operation and maintenance engineers only retains limited hot knowledge and achieves efficient storage and rapid search.,2019
The invention discloses a data processing method and device and electronic equipment and relates to the technical field of artificial intelligence such as knowledge maps and deep learning. According to the implementation scheme multiple pointers corresponding to the timeliness data are initialized the multiple pointers comprise a first pointer and at least one second pointer. The first pointer is used for storing the timeliness data in a processing state acquiring second timeliness data namely timeliness data in a to-be-processed state storing the second timeliness data into a second pointer and updating the first timeliness data in the first pointer according to the second timeliness data stored in the second pointer by adopting a hot loading pointer switching mode. Therefore updating of the timeliness data is achieved according to the pointer corresponding to the timeliness data updating of the timeliness data can be achieved without restarting resources are saved and it can be guaranteed that the timeliness data obtained by the artificial intelligence system is the latest updated data.,2019
The invention discloses a service recommendation method and device electronic equipment and a computer readable storage medium and belongs to the technical field of knowledge maps. The service recommendation method comprises the following steps: extracting a first context sub-graph which is updated in a service knowledge graph and extracting a first triple which is updated in the service knowledge graph learning the first context sub-graph to obtain a vector representation of the first context sub-graph inputting the vector representation of the first context subgraph and the first triple into a translation model for learning to obtain an updated knowledge representation of the service knowledge graph and performing service recommendation by using the updated knowledge representation. According to the scheme when service recommendation is carried out knowledge representation learning does not need to be carried out on the whole updated service knowledge graph only updated context sub-graph information and triple information are considered and therefore efficient service recommendation is achieved.,2020
The invention provides an intelligent customer service knowledge base updating method and device electronic equipment and a storage medium and belongs to the technical field of artificial intelligence. The method comprises the following steps: screening out candidate sound recording files according to user satisfaction conditions of a plurality of sound recording files obtaining an abnormal sound recording file based on the preprocessed file corresponding to the candidate sound recording files and updating the knowledge base based on the updated question and answer pair generated by the target question data in the abnormal sound recording file. According to the method and the device the recording files do not need to be completely played the candidate recording files are screened based on the satisfaction condition of the user to the answer data provided by the intelligent customer service the abnormal recording file is acquired by preprocessing the candidate recording files on this basis and the abnormal recording file is acquired by using the two processes of screening and preprocessing. Thus the labeling duration of the abnormal sound recording file is greatly shortened and the updating speed of the knowledge base is improved.,2020
A method and system for optimizing power usage of a building is disclosed. A method includes generating a profile for each user of a set of users of the building using machine-learning techniques retrieving data regarding the building storing the profile and data in a knowledge base and calculating power requirements of the set of users based on the profile and data.</p>,2020
The invention discloses a method and device for executing a change task electronic equipment and a readable storage medium and relates to the technical field of deep learning knowledge maps and big data. Comprising the following steps: enabling a configuration center to receive and execute a change task and storing changed state data and/or configuration data locally generating a change task according to the changed state data and/or configuration data and adding the change task to an asynchronous task queue corresponding to each storage node receiving a heartbeat packet sent by the storage node and taking out the added change task from the asynchronous task queue corresponding to the storage node adding the taken change task into a return message of the heartbeat packet and sending the return message to the storage node. The method also includes enabling the storage node to send a heartbeat packet to the configuration center receiving a return message of the heartbeat packet sent by the configuration center wherein the return message of the heartbeat packet comprises a change task and adding the change tasks into an asynchronous task receiving queue to execute in sequence.,2021
The invention discloses an artificial intelligence-based question-answer guiding method and device and computer equipment. The artificial intelligence-based question-answer guiding method comprises the following steps of: receiving a first keyword input by a user carrying out conversation with the user on the basis of a structured question-answer knowledge base according to the first keyword soas to obtain a second keyword input by the user in the conversation process combining the first keyword and the second keyword to obtain a to-be-replied question of the user matching similar questions of the to-be-replied question from the structured question-answer knowledge base by using a similarity calculation manner and obtaining answers of the similar questions in the structured question-answer knowledge base and providing the answers of the similar questions to the user. According to the method and device and the computer equipment mining can be automatically carried out accordingto keywords input by users so as to obtain to-be-replied questions of the users and less manpower is required so that the question-answer efficiency is enhanced.,2021
Provided herein are techniques for processing a context-situated inquiry to provide results satisfying the inquiry. An inquiry and its supporting context are processed using natural language processing to determine an interpretation for the inquiry and context and the interpretation is presented to receive corrective information for the interpretation. The corrective information is applied to the interpretation and content is retrieved based on the interpretation of inquiry and context to produce candidate results for the inquiry. Supplemental information is iteratively received to generate updated candidate results.</p>,2021
A conversation management system provides a conversational computing interface that manages verbal exchanges between a computer (e.g. artificial intelligence) and a human operator. In a medical embodiment conversational input from the computing system is generated based on medical knowledge uses deep learning algorithms and/or intelligently tracks the state of a conversation so as to the most relevant data to the user.</p>,2021
The invention provides a marketing communication analysis method based on artificial intelligence by uploading the expertise of marketing communication experts to the knowledge base using expert systems The knowledge base simulates the thinking mode of the experts according to the expert knowledge thereby creating the production rules. The reasoning base in the expert system predicts the riskevaluates the value and predicts the marketing efficiency of the current marketing communication scheme according to the rules in the knowledge base and the facts in the comprehensive database. Through forward reasoning and backward reasoning according to the final result of marketing communication Also can predict the final result of the marketing communication plan according to the condition of the marketing communication and then decide whether the marketing communication plan is carried out can help the investor or leader know in advance the condition of the marketing communication plan to achieve a certain effect or predict the feasibility of the marketing communication plan according to the known condition.,2021
Systems and methods are provided for training a machine learning model using a plurality of data related to a product and services support system to determine a plurality of parameters to be used to search for one or more results for an input stream and storing the plurality of parameters in one or more databases. Systems and methods further provide for receiving an input stream from a user computing device parsing the input stream to generate a parsed input stream translating the parsed input stream into one or more of the plurality of parameters output from the machine learning model to generate a search string searching a knowledge base using the search string to determine one or more results associated with the parsed input stream and providing at least one result of the one or more results associated with the parsed input stream to the user computing device.</p>,2021
A voice-controlled question answering system that uses both a knowledge base and a detailed index of other sources that may be accessible over the Internet. The knowledge base is used to answer questions of more general interest whose answers are contained in the knowledge base. The index is used to answer more complex questions that are not answerable using the knowledge base. Web and other sources are analyzed to create the index where text segments are indexed along with data describing the text segments in a quasi-semantic way. Quasi-semantic features are extracted from incoming spoken questions and used along with machine learning trained models to identify an indexed text segment that includes the answer to the question. The text segment may then be rearranged or simply passed to a speech synthesizer so the answer may be spoken aloud to a user.</p>,2021
The invention provides a customer service auxiliary robot method and system and relates to the artificial intelligence technology and the method comprises the steps: firstly receiving the consultation information of a user and searching and displaying a question list related to the consultation information from a robot knowledge base according to the consultation information secondly displaying a question list to a customer service staff and finally corresponding reply information is pushed to the customer service personnel according to the selection of the customer service personnelthe reply information comprises at least one process guide node and each process guide node corresponds to a preset reply text. Due to the fact that the process guidance configuration is carried outfor different problems when the customer service staff actually deal with the problems the customer service staff have clear processing thinking and pertinent tactical content support and the working efficiency of the customer service staff is improved.,2021
The invention is suitable for the technical field of artificial intelligence and provides a natural language processing method and device computer equipment and a storage medium and the natural language processing method comprises the steps: obtaining natural language information inputted by a user identifying the natural language information and determining user intention information carrying out keyword extraction on the user intention information determining a label matched with the keyword in a knowledge base obtaining a matching answer corresponding to the determined label and outputting the matching answer to a user. On the one hand the interference of a traditional word segmentation technology on language processing is reduced and the accuracy of natural language understanding is greatly improved on the other hand a unique inlaying technology is adopted so the method is popular more friendly to human in human-computer interaction results and beneficial to better customer service.,2018
The invention discloses a data relationship mining method and device based on a Mysql database log. The method comprises the following steps: obtaining and storing relational data of a Mysql databaseacquiring and caching a data operation log according to the relational data reading the data operation log and constructing a data knowledge network graph establishing a data topic map according to the data knowledge network map and displaying the data topic map and mining a data relationship. According to the invention the learning model is established in an artificial intelligence mode byanalyzing the operation log of the Mysql data and the data relationship is automatically analyzed and the data value is mined through the daily operation of the informatization system the uncertainty caused by manual analysis is liberated to a certain extent and the resource cost is reduced. In addition the invention is non-inductive and transparent to business personnel through automatic analysis of machine learning the relationship of data subjects can be clearly analyzed for business personnel and the business personnel can be helped to quickly construct a data knowledge graph.,2018
This disclosure relates to modeling an Agile team structure such that it aligns with Agile principles achieve synergy and deliver intended business benefits. Current approach to modelling depends on unproven manually arrived patterns that do not predict benefits are based on limited number of experts utilizing heuristics from personal experience. Once a working model is derived it is refined over time which is a slow process with no verification of its effectiveness. In accordance with the present disclosure scalable and customizable location independent Agile delivery models can be generated using a palette based user interface such that constraints are optimized. A pre-configured meta-model is chosen and the location independent model is generated given the constraints. A compliance indicator provides a degree of compliance with the Agile principles. The model is then evaluated using machine learning models that have been trained by leveraging a knowledge base of successfully implemented Agile models.</p>,2019
A system program product and method for use with an artificial intelligence (AI) platform to dynamically amend a knowledge base responsive to query evaluating and processing. A received or detected query is subject to natural language processing to identify annotate and map one or more query tokens against a knowledge base. The query tokens are evaluated against the knowledge base to identify one or more query tokens absent from the knowledge base and leverage a neural network to predict a probability relationship between the query tokens absent from the knowledge base and one or more tokens populated in the knowledge base. The natural language (NL) query is translated to a structured query language (SQL) and the SQL query is executed and evaluated and the knowledge base is selectively and dynamically amended subject to the SQL evaluation.</p>,2019
Systems and methods include a method for providing recommendations and advisories associated with a facility. Source data is received in real-time from disparate sources and in disparate formats. The source data provides information about a facility and external systems with which the facility interacts. The source data is aggregated to form ontological frameworks. Each ontological framework models a category of components selected from components of a Things category components of an Events category and components of a Methods category. An abstraction layer is created based on the ontological frameworks. The abstraction layer includes abstractions that support queries ontologies metadata and data mapping. A knowledge discovery layer for discovering knowledge from the abstraction layers is provided. Discovering the knowledge includes graph/network computation graph/network training and validation and graph representation learning. A recommendation and advisory systems layer is provided for providing recommendations and advisories associated with the facility.,2019
Disclosed are systems and methods for improving interactions with and between computers in content providing searching and/or hosting systems supported by or configured with devices servers and/or platforms. The disclosed systems and methods provide a novel recommendation framework that automatically applies transfer learning from a knowledge-base and generating a multi-variable based unified recommendation. The framework dynamically develops a universal word dictionary between a source language and a target language based on Natural Language Processing (NLP word embeddings. This not only leverages the accuracy of multi-lingual product embeddings but also increases the efficiency and effectiveness in how it can be applied. The disclosed systems and methods therefore provides a novel computerized solution for how different knowledges learnt from one electronic platform can be adapted to a global platform for providing global users electronic information.</p>,2019
"The Big Data is the major component of any Information Processing System for retrieval of Information from the Big Data by its analysis. The Big Data is the term represents majorly the Size or the Volume of the Data to be analyzed. The Big Data may be in the form of Document Image Video and Graph. These different forms of Bid Data have different dimensions and Volume in the different digital repositories should be recalled and analyzed by the query to retrieve information by a machine. The Computer Vision Signal and Speech Processing Natural Language Processing and Internet of Things (IoT) are the some of the applications of the Machine Learning which facilitates the analysis of the Big Data for More information retrieval than the other techniques. The present invention disclosed here is a Novel Method of Big Data Retrieval System using Machine Learning comprising of Big Data Input (201) Preprocessing and Segmentation (202) Feature Extraction (203) Knowledge Base (204) Query Applied (205) Classification (206) and Information Retrieved (207) can facilitates the information retrieval from the Big Data. The invention disclosed here is used to retrieve the information from the Big Data applied in the form of Document Image Video and Graph. The Segmentation based feature extraction used in the invention provides the Accuracy of 99.8%. 
  A NOVEL METHOD OF BIG DATA RETRIEVAL SYSTEM USING
  MACHINE LEARNING
 DRAWINGS
   
 Figure 1: General Information Retrieval System from the Big Data.
   
 Figure 2: A Novel Method of Big Data Retrieval System using Machine Learning.",2019
The invention discloses a search method and device electronic equipment and a storage medium and relates to the technical field of data processing in particular to the technical field of artificial intelligence such as big data processing deep learning and knowledge maps. According to the specific implementation scheme a query statement is obtained the query statement matches a first structured data set corresponding to each candidate result in a search database to determine the correlation between the query statement and each candidate result each first structured data set is a structured information extraction model generated by training and each first structured data set is a structured information extraction model generated by training each candidate result is generated after information extraction is carried out on the candidate result according to each correlation a target search result corresponding to the query statement is determined. Therefore the target search result is determined according to the correlation between the query statement and the first structured data set corresponding to each candidate result so that the search accuracy and reliability are improved.,2020
A medical information retrieval system comprises a natural language processing system that processes a vocal user query to identify key words and phrases. These key words and phrases are provided to an inferencing engine that provides a set of knowledge-based inferences from medical knowledge sources based on these key words and phrases. Thereafter these knowledge-based inferences are provided to an information retrieval engine that retrieves a corresponding plurality of medical articles based on these knowledge-based inferences and ranks each with respect to the knowledge-based inferences.A summary engine receives the ranked articles and creates a model based on the topical keywords and candidate sentences found in the highly ranked articles. A paraphrase engine processes the candidate sentences to provide a summary response based on a knowledge-based paraphrase model. An audio output device renders the summary report as the response to the user's original vocal query.,2020
The invention provides an intelligent auxiliary coding system for ICD (international classification of diseases). The system comprises an ICD name management system and an ICD disease knowledge basethe ICD name management system includes ICD names and ICD codes the ICD disease knowledge base corresponds to the ICD name management system the ICD disease knowledge base records clinical diagnosisand treatment guidelines for diseases corresponding to each ICD name in the ICD name management system a recurrent neural network is adopted to construct a predictive deep learning model on the basis of medical record home pages and the ICD codes and the electronic medical records and payment records of patients and the ICD disease knowledge base are adopted to perform extended training on thepredictive deep learning model so that a deep learning model can be constructed. With the system of the present invention adopted the accuracy of current ICD codes can be ensured.,2020
