Abstract;Year
"The invention discloses a method and device for training a key phrase identification model equipment and a storage medium and relates to the field of artificial intelligence knowledge maps and deeplearning. The method for training the key phrase identification model comprises the steps of obtaining first training data related to a target domain wherein a key phrase related to a target domainin a first training text of the first training data is identified; obtaining general training data which is not related to the target domain wherein key phrases which are not related to the target domain in a general training text of the general training data are identified; and based on the first training data and the general training data training a key phrase identification model for the target domain so as to identify a to-be-identified text related to the target domain. In this way an accurate key phrase identification model for the target domain can be obtained by using a small amountof identified data in the target domain.";2020
"The embodiment of the invention provides a content recommendation method and device and relates to the technical field of knowledge maps and deep learning and the method specifically comprises the steps: obtaining first data and second data; and inputting the first data and the second data into a preset first model to obtain a recommendation result wherein the first model is obtained by training based on the combination relationship of the set of the first type of data the set of the second type of data and the set of the third type of data and the set of the third type of data can be obtained by reasoning according to the set of the first type of data and the set of the second type of data the first data belongs to a first type of data the second data belongs to a second type of data the recommendation result belongs to a third type of data and the third type of data is data representing rules. The first model provided by the embodiment of the invention is different from a model obtained by utilizing text similarity or user behavior log training in the prior art and can be suitable for a law article recommendation scene.";2020
"The embodiment of the invention discloses a document repetition degree detection method device and apparatus and a readable storage medium and relates to the technical field of artificial intelligence. Specifically the invention relates to a method for detecting document repetition degree in a knowledge product. According to the specific implementation scheme a digital signature algorithm is adopted to calculate a to-be-detected document to obtain a digital signature of the to-be-detected document; the digital signature in a genuine signature library is matched to obtain a matching result;network search is performed on the to-be-detected document to obtain a search result of the to-be-detected document; and according to the matching result and the search result repetition degree detection is performed on the to-be-detected document. According to the embodiment of the invention the detection precision of the document repetition degree can be improved.";2020
"The invention discloses an interactive intelligent customer service engine based on a related feedback algorithm belongs to the technical field of customer service engines and provides a short and accurate answer to a user through data source acquisition mining and storage design natural language processing NLP and a search technology. The data source acquisition mining and storage design comprises the following steps that: an intelligent response system firstly has data and the data can be crawled from the Internet and can also be an existing knowledge base or a specific corpus; inaccuracy and redundancy of knowledge given by a search function in a website are avoided; inaccuracy and redundancy of knowledge given by a search function in a website are avoided simple and accurate answers are given to a user the situation that the interactive intelligent customer service engine does not reply the government affair service in a gift or severe mode is avoided special processingon the government affair service is good corpora or word banks are exclusive data of the government affair service the situation that replies in other fields cannot occur and a result government affair service website wanted by a user can be rapidly and accurately displayed to the user.";2020
"The invention provides a knowledge graph driven personalized accurate recommendation method. The method comprises the steps of obtaining related knowledge of an article from a knowledge base accordingto historical behaviors of users constructing a knowledge graph initializing vector representation of each node and connection and determining a feeling domain of each node; generating a trainingsample according to the historical behaviors of the users and initializing vector representations of all the users and articles; obtaining the feeling domain of the corresponding entity of the articles in the training sample in the knowledge graph and taking the feeling domains and the sample as graph neural network model input to obtain a possibility prediction value of interaction between theusers and the articles; optimizing model parameters by minimizing a loss function; and after the model optimization process is finished sorting the prediction values of the possibility of interactionbetween a certain user and all the articles to obtain the recommendation list of the user. According to the method the knowledge graph information is utilized the sparsity of historical behavior information of an original user is made up the users and the articles are described from the multi-dimensional perspective and the personalized recommendation result is more accurate.";2020
"The invention discloses an online exercise personalized recommendation system based on a machine learning algorithm and the system comprises a question selection module which comprises an automatic question selection module and a manual question selection module the automatic question selection module employs an algorithm to automatically output a selected question set and the manual selected question is autonomously selected by a user; the online learning knowledge base comprises learning resources such as exercises test papers hearing materials and online lesson videos and the knowledge base comprises a learning resource feature extraction algorithm; learning a resource feature extraction algorithm: using a machine learning algorithm to obtain a hiding rule contained in the data set; and the recommendation engine is used for inferring knowledge mastering conditions and weak points of the user according to user behaviors by using a machine learning technology and matching learning resources suitable for the user from the knowledge base and the recommendation engine comprises a user portrait algorithm and a recommendation algorithm. According to the invention exercises can be recommended in a targeted manner for user knowledge weak points and pain points the time is efficiently utilized and the learning efficiency is improved.";2021
A computer-implemented method and a smart-learning and knowledge retrieval system (SLKRS) are provided for imparting adaptive and personalized e-learning based on continually artificially learned unique characteristics of a knowledge seeker. The SLKRS ingests data in multiple formats from multiple sources merges the data into a knowledge base based on computed strengths of terms in the sources and assimilates the merged data to generate experiences. In response to a query received from the knowledge seeker the SLKRS retrieves and sends in an immersive format one of the generated experiences or an experience created based on an artificially intelligent understanding of the received query. The SLKRS receives feedback from the knowledge seeker and computes a score based on the feedback and the query to artificially learn unique characteristics of the knowledge seeker. The SLKRS generates interventions and improved experiences for the knowledge seeker based on the computed score.</p>;2021
"The invention discloses a method and equipment for generating a sequence labeling model a medium and a program product and relates to the technical field of artificial intelligence such as knowledge maps natural language processing and deep learning. A specific embodiment of the method comprises the following steps: collecting first search information and a corresponding first tag; obtaining a second label corresponding to the first search information from a preset knowledge graph according to the first search information; in response to inconsistency between the second tag and the first tag determining that the first demand information in the first search information is not information in the knowledge graph; and training based on the first demand information and the tag corresponding to the first demand information to obtain a trained sequence labeling model.";2021
"The invention discloses an entity popularity determination method and device electronic equipment and a storage medium and relates to the technical field of computers in particular to the technical fields of artificial intelligence such as deep learning knowledge maps and natural language processing. The method includes acquiring multiple pieces of search information associated with an entity; determining multiple pieces of popularity contribution information corresponding to the multiple pieces of search information; and determining the popularity value corresponding to the entity according to the multiple pieces of popularity contribution information corresponding to the multiple pieces of search information so that the popularity value of the entity can be accurately determined by using a small number of features the reasonability and efficiency of entity popularity determination are effectively improved and the popularity analysis effect of the entity can be effectively improved.";2021
"The invention provides an information search method and device electronic equipment and a storage medium and relates to the fields of deep learning natural language processing and knowledge maps in the technical field of artificial intelligence. According to the specific implementation scheme the method comprises the steps of obtaining a search word at least comprising a to-be-searched question; obtaining an initial text vector representation of the search word; obtaining a video corresponding to the search word; obtaining a multi-modal vector representation of the video; from the initial text vector representation according to the multi-modal vector representation and the text vector representation of the search word of the current round performing N rounds of interaction on the video and the search term to generate a target fusion vector representation; based on the target fusion vector representation labeling the video to obtain a target video frame matched with the to-be-searched question. Through N rounds of interaction of the video and the search term multi-layer iterative understanding of the to-be-searched question and the video corresponding to the to-be-searched question is realized and the information search effect is enhanced.";2021
"The invention belongs to the technical field of power grid dispatching and discloses an intelligent safety anti-error checking system and an anti-error checking system thereof and the invention comprises the steps: calling a natural voice recognition assembly and carrying out voice broadcasting intelligent task reminding voice interaction intelligent information recommendation and identity authentication based on biological characteristics; performing intelligent search based on natural language understanding and calling equipment state data OMS power failure maintenance list data operation ticket data and scheduling log data; based on the intelligent anti-error function library constructing a power grid dispatching intelligent safety anti-error knowledge base and a corresponding knowledge extraction and reasoning engine. Based on intelligent voice processing natural language understanding big data analysis and intelligent man-machine interaction technologies an intelligent operation ticket drawing-up function an intelligent safety anti-error function an intelligent agent function and an intelligent interaction function are realized and the intelligent level in the field of power grid dispatching operation is improved.";2021
The invention discloses a method and device for generating recommendation information electronic equipment and a computer readable storage medium and relates to the field of artificial intelligencethe technical field of natural language processing the technical field of knowledge maps and the technical field of big data. According to the specific implementation scheme the method comprises the steps: in response to determining that a user does not have access to the user for the first time obtaining current description information input by the user and historical description informationof the user inputting the historical description information into a historical feature matching model to be processed obtaining the historical feature information inquiring the current feature information corresponding to the current description information splicing the historical feature information and the current feature information to generate recommendation feature information then identifying the recommendation feature information by adopting a predetermined recommendation feature identification neural network to obtain first recommendation information sending the first recommendation information to the user and determining the recommendation information in combination with historical description information of the user. Recommendation information is provided for the user moreaccurately and the quality of the recommendation information is improved.;2021
"The invention discloses a query information processing method and device based on artificial intelligence and belongs to the technical field of artificial intelligence information processing and the method comprises the following steps: S1 obtaining a query statement input by a user; S2 decomposing a query statement request of a user into a plurality of keywords for matching; S3 carrying out query matching on the keywords or synonyms of the keywords; and S4 according to a query matching result of the keyword or the synonym of the keyword determining at least one approximate query statement which is matched with the query statement and exists in a preset knowledge base. According to the query information processing method and device based on artificial intelligence information query is improved from a keyword-based level to a knowledge-based level by utilizing an artificial intelligence technology so that the method has certain understanding and processing capability on knowledge the query range is clarified and narrowed query of useless information is reduced and meanwhile the knowledge base is used as the background so that the information query is more intelligent.";2021
"The invention provides a commodity data processing method and device electronic equipment and a computer storage medium and relates to the technical field of networks in particular to the technical fields of deep learning information streams knowledge maps natural language processing and the like. According to the specific implementation scheme the method comprises the steps of obtaining merchant feature data of merchants and income contribution prediction data of the merchants to the e-commerce platform in a target prediction period; and according to the merchant feature data and the income contribution prediction data determining display data of commodities of the merchant on the e-commerce platform. According to the embodiment the effectiveness of commodity data display of merchants can be improved.";2021
"The invention provides an information pushing method device and equipment a medium and a computer program product and relates to the technical field of artificial intelligence in particular to the technical field of knowledge maps intelligent recommendation and natural language processing. According to the implementation scheme the method comprises the steps of obtaining a retrieval request from user side equipment; extracting concern points of the user from retrieval information in the retrieval request; based on the concern of the user and a pre-constructed hierarchical knowledge graph determining target knowledge corresponding to the concern of the user of the hierarchical knowledge graph wherein the hierarchical knowledge graph comprises a technical field knowledge graph and a non-technical field knowledge graph; and pushing the target knowledge as the target content to the user equipment.";2021
"The invention discloses a house renting recommendation method and device electronic equipment and a storage medium and relates to the field of artificial intelligence in particular to the field of deep learning and knowledge maps. The specific implementation scheme comprises the steps: receiving a destination and a house renting requirement input by a current user wherein the house renting requirement at least comprises commuting time and house renting cost; inputting the destination and the house renting requirement input by the current user into a pre-trained recommendation model; outputting a search result of the current user based on a pre-constructed house renting knowledge graph through the recommendation model; and if the search result of the current user comprises the information of the at least one candidate housing resource recommending the information of the at least one candidate housing resource to the current user. According to the embodiment of the invention house renting requirements of different users can be met personalized reasonable and intelligent recommendation effects are achieved and the users are helped to complete a final house renting decision.";2021
"The invention discloses a resource acquisition method and device computer equipment and a storage medium and relates to the technical field of computers in particular to the artificial intelligence fields of intelligent retrieval knowledge maps deep learning and the like. According to the specific implementation scheme the method includes: obtaining a resource search request wherein the search request comprises a target resource identifier; obtaining candidate target resources from the resource library according to a matching degree between the target resource identifier and each reference resource identifier in the resource library and determining an association relationship between the candidate target resources; in response to the fact that at least two candidate target resources in all the candidate target resources have no incidence relation obtaining historical search information; and determining a to-be-returned target resource from the candidate target resources according to the historical search information. Therefore during resource search the to-be-returned target resource can be determined not only based on the target resource identifier but also in combination with the historical search information so that the accuracy reliability and efficiency of resource acquisition are improved and the user experience is improved.";2021
"The invention discloses an entity information analysis method and device equipment and a storage medium and relates to the technical field of artificial intelligence and the technical field of big data in particular to the field of knowledge maps and deep learning. The entity information analysis method comprises the steps: carrying out event sentence extraction processing on information of a target entity obtaining a plurality of text sentences in the information and event sentence confidence coefficients corresponding to the text sentences wherein the event sentence confidence coefficients are semantic similarity values between title sentences and the text sentences of the information; performing time extraction processing on the text sentences with the event sentence confidence greater than or equal to a predetermined threshold to obtain time information corresponding to the text sentences and probability values corresponding to the time information; and determining the event occurrence time of the information based on the event sentence confidence coefficients corresponding to the plurality of text sentences in the information and the probability values corresponding to the plurality of text sentences. According to the invention the time sequence information of the related information of the entity can be obtained.";2021
"The invention provides a keyword association method and device electronic equipment and a storage medium. The method can be applied to the field of artificial intelligence or finance. The method comprises the following steps: calculating theme characteristics representing preference degrees of a user to different themes according to a search record of the user to a knowledge base; and acquiring keyword features representing popularity of different keywords in the knowledge base; and recommending related target keywords to the user according to the theme features and the keyword features. Based on the method and the device personalized associational word recommendation for the user can be realized so that the expectation of the user is better met and the search experience and efficiency are improved.";2021
The invention provides a resource recommendation method and device electronic equipment and a storage medium and relates to the fields of deep learning knowledge maps intelligent search and the like. The specific implementation scheme is as follows: identifying each entity word in a video clip played in a playing page determining a target entity word interested by a user from each entity word according to attribute information of each entity word displaying the target entity word in the playing page searching first multimedia resources associated with the target entity word and according to the attribute information of each first multimedia resource determining a to-be-recommended target multimedia resource from the first multimedia resources and displaying the to-be-recommended target multimedia resource on the playing page. Therefore not only can the entity words be displayed on the playing page but also the multimedia resources associated with the entity words can be displayed on the playing page so that deeper knowledge requirements of a user are met and the consumption duration and the retention duration of the user are prolonged.;2021
"The invention discloses an information pushing method and device equipment and storage medium relates to the field of data processing knowledge maps and intelligent recommendation and can be applied to cloud services. According to the specific implementation scheme the method comprises the steps of obtaining an uploaded document and a historical knowledge graph of a target user; analyzing theuploaded document to obtain text information; constructing a target knowledge graph based on the text information; and determining target recommendation information based on the target knowledge graph and the historical knowledge graph and pushing the target recommendation information to the target user. According to the implementation mode the artificial intelligence technology is applied to life the documents uploaded by the user can be intelligently analyzed to obtain the target knowledge graph and the user is assisted in quickly finding proper matching resource information the propermatching resource information is pushed to the user based on the obtained target knowledge graph and the obtained historical knowledge graph therefore the time for browsing the webpage and inquiring by the user is saved and the reasonability and accuracy of information recommendation can be improved.";2021
An FM model based method and apparatus for predicting a medical hot spot and a computer device relating to the field of artificial intelligence. In the method an FM model is firstly applied to the prediction field of medical research hot spots in the medical field which is suitable for processing sparse features and a combination relationship between features can be excavated. In addition compared with knowledge map prediction and SVD algorithm prediction the FM model based method for predicting a medical hot spot can increase the construction features and the increase in the features facilitates the achievement of a better result of the model. In the method popular research relationships in the medical field can be calculated possible future research hot spots can be predicted on the basis of the FM model and an entity which is most likely to be researched in the future for a certain disease can be predicted. The present invention facilitates the searching of current research content by doctors and also helps to provide information of potential research hot spots to the doctors and can further be applied to the field of blockchains e.g. storing a trained model in a blockchain network.;2021
"The invention discloses an intelligent recommendation method and system for a thousand-person thousand-face portal based on machine learning and collaborative filtering. The intelligent recommendationmethod comprises the steps: obtaining user data based on PKI/PMI information authority information access logs and attention information of a user; performing data association degree analysis on the user data and platform resource data of a thousand-person thousand-side portal based on an NLP algorithm model to obtain association degree information of the user data and the platform resource data; filtering and analyzing the association degree information of the user data and the platform resource data based on a collaborative filtering algorithm to obtain filtered and analyzed association degree information; and obtaining to-be-recommended information based on the filtered and analyzed association degree information sorting the to-be-recommended information and recommending the to-be-recommended information to the user. In the embodiment of the invention the user data is analyzed and predicted to achieve personalized service so as to meet the personalized requirements of the userand achieve knowledge sharing and creation.";2021
The invention provides a knowledge recommendation method and device electronic equipment and a storage medium which can be applied to the field of artificial intelligence or finance. For first search information input by a user a first process node matched with the first search information can be detected in the business process the next hop node of the first process node namely a second process node can be determined a search term of the second process node is further packaged and the knowledge searched in a knowledge base by the search term is output. Based on the method and the device after the user inputs the search information for the first time the next-hop knowledge of the business logic is searched and recommended to the user by matching the search information with the process node so that more accurate knowledge recommendation can be provided for the user and the business requirements of the user are met.;2021
The embodiment of the invention relates to a method and device for training a search model and a method and device for searching a target object and relates to the field of machine learning. The method may include obtaining a first sample data set for training a search model based on sample query information. The method may also include determining additional query information associated with thesample query information based on a pre-constructed knowledge base. Further the method may further include obtaining a second sample dataset for training the search model based on the additional query information wherein the second sample dataset is different from the first sample dataset. Moreover the method may also include training a search model based on the sample query information the first sample data set and the second sample data set. According to the technical scheme the search model can be quickly and efficiently trained with low cost so that the object relatively related tothe user query information is determined.;2021
"Provided is a personalized accurate recommendation method driven by a knowledge graph. The method comprises: according to historical behaviors of users obtaining related knowledge of articles from a knowledge base so as to construct a knowledge graph initializing vector representation of each node and connection and determining a receptive field of each node; generating a training sample according to the historical behaviors of the users and initializing vector representations of all users and articles; acquiring a receptive field of each article in the training sample corresponding to an entity in the knowledge graph and inputting the receptive field thereof and the sample as a graph neural network model so as to obtain prediction values of the possibility of interaction between the users and the articles; optimizing model parameters by minimizing a loss function; and after a model optimization process is finished sorting the prediction values of the possibility of interaction between a certain user and all the articles so as to obtain a recommendation list for the user. In the present invention knowledge graph information is used to make up for a sparsity of original user historical behavior information and to depict users and articles from multiple dimensions and perspectives such that a personalized recommendation result is more accurate.";2021
"The invention discloses a drug specification-based reasonable medication knowledge graph construction method which comprises the following steps of S10 extracting a drug specification and inducingentities and relationships in the drug specification through an expert labeling method to form an entity and relationship indexing rule base; S20 training a machine learning model through a semi-supervised learning method on the basis of data labeled by experts and machine learning rules; and S30 using the trained machine learning model to predict and label the unlabeled drug specification to form a knowledge graph of the drug relationship. According to the method natural language processing and knowledge graph technologies are utilized and the reasonable medication knowledge base is constructed based on the medicine specification so that medication errors can be avoided medical risks can be prevented and the clinical medication safety can be improved. The method has an automatic construction capability and the construction precision is improved through machine learning.";2019
"According to an embodiment of the present invention a system for providing a medical care benefit examination support service based on natural LANGuage processing comprises: an ontology configuring unit for configuring an indication ontology and a symptom ontology by processing medicine information data and disease information data with a natural LANGuage; a knowledge base managing unit for mapping the indication ontology and the symptom ontology into an ICD code so as to store the indication ontology and the symptom ontology in a medicine knowledge base; and a disease code recommending unit for recommending at least one disease code by referring to the medicine knowledge base when prescription information is input by an input operation of a doctor. COPYRIGHT KIPO 2019";2019
"The invention relates to the technical field of knowledge maps and discloses a medical knowledge map construction method based on deep learning which comprises the following steps: acquiring relatedmedical knowledge information in a medical website and analyzing the content of the medical website; completing data cleaning of the analysis content; carrying out segmentation processing on the analysis content by utilizing a dictionary-based segmentation algorithm; designing an entity relationship of the medical knowledge graph and performing semantic representation based on the medical knowledge graph; constructing a knowledge graph network based on an attention mechanism and carrying out medical questioning and answering based on the knowledge graph. The knowledge graph-based medical question-answering process is modeled as a sorting problem calculation is performed in a point-by-point training mode to obtain matching scores between questions and answers parameter fine adjustmentis performed according to distribution characteristics of the matching scores and knowledge graph training under few samples is realized. The invention further provides a medical knowledge graph construction system based on deep learning. According to the invention construction of the knowledge graph is realized.";2020
"The invention discloses a drug recommendation method and device electronic equipment and a storage medium and relates to the field of artificial intelligence technology deep learning intelligent recommendation and knowledge maps. According to the specific implementation scheme the method comprises the steps of obtaining related information of a target object; and determining drug recommendation information for the target object based on the related information of the target object and a first model wherein the drug recommendation information comprises at least one drug the first model isa model obtained by iterative processing based on output information of a second model and the second model is used for evaluating the drug recommendation information output by the first model in iterative processing to obtain an evaluation result for the drug recommendation information.";2020
"The invention discloses a drug classification method device and equipment and a storage medium and relates to the field of artificial intelligence technology deep learning and knowledge maps. According to the invention the specific implementation scheme is that the method comprises the steps: obtaining drug identifiers of to-be-classified drugs; based on the drug identifier and a pre-trained drug classification model determining a classification label of the to-be-classified drug. According to the invention related data of drug identification is input into a pre-trained drug classification model; the classification labels are output by the medicine classification model so the process of manually classifying the medicines is avoided the problem that the classification labels of the multi-component compound medicines cannot be determined due to the fact that the classification labels are determined according to the medicine components in the prior art is solved and the medicine classification efficiency and accuracy are effectively improved. The scheme can adopt a cloud service mode and is specifically applied to the aspect of medical big data.";2020
A system adapted to receive a knowledge base which may include drug data human biological data drug-drug interactions protein-protein interactions gene expression protein and drug interaction data genotypic information for cell lines drug side effects and disease classification labels. The system may generate a knowledge graph based on the knowledge base and convert the knowledge graph into embeddings that include points in a k-dimensional metric space. The system may determine a medical effect weighting based on a drug combination query and update the embeddings of the drug combination. The system may utilize a pooling method to update predicate embeddings. The system may determine polypharmacy scores for the embeddings and rank the predicted links between a drug combination and side effects.;2020
"The invention relates to artificial intelligence and provides a medication risk detection method based on artificial intelligence and related equipment. The method comprises the steps of obtaining patient information of a user patient according to a risk detection request and obtaining a to-be-recommended medicine according to the risk detection request; performing knowledge reasoning in a medicine knowledge base according to the patient information and the to-be-recommended medicine to obtain target information corresponding to the user patient; analyzing the target information based on a risk prediction model to obtain the medication risk degree of the to-be-recommended medication; if the medication risk degree is smaller than a preset risk degree receiving a medication recommendation amount of the to-be-recommended medication; analyzing the patient information according to the to-be-recommended medication to obtain target symptom information of the user patient; and generating prompt information of the user patient according to the to-be-recommended medicine the medicine risk degree the medicine recommendation amount and the target symptom information. According to the invention the accuracy of medication risk detection can be improved. In addition the invention also relates to a block chain technology and the prompt information can be stored in a block chain.";2021
"The invention relates to the field of knowledge maps in particular to a traditional Chinese medicine and ethnic medicine knowledge map construction method. The method comprises the following steps: inputting medical data converting the medical data into word vectors carrying out entity labeling and automatic annotation on the word vectors inputting the labeled and annotated word vectors into a traditional Chinese medicine and ethnic medicine database and extracting knowledge graph information to obtain a traditional Chinese medicine and ethnic medicine knowledge graph model; converting unstructured data into structured data by utilizing a natural language processing technology. Therefore the data can be conveniently identified by a computer the utilization rate and accuracy of the data are improved and a new rule is conveniently found by statistical data thereby integrating minority medical resources evaluating the medical resource level of minority regions and improving the medical resource level of the minority regions. The minority medicine resource mining is accurately realized.";2021
"The invention relates to the technical field of artificial intelligence is suitable for the field of digital medical treatment and provides a medical information processing method and device computer equipment and a storage medium and the method comprises the steps: judging whether the verification of a user is passed or not when a medicine use query request is received; if yes analyzing the medicine identification information disease symptom information and actual medicine use ratio information from the disease diagnosis result; querying the medicine description information of the medicine identification information from a medicine knowledge base; querying case medication information of the disease symptom information from a case knowledge base; determining recommended case medication information from all case medication information; generating a risk analysis result corresponding to the actual medication ratio information based on the case medication information; and displaying the medicine description information the recommended case medication information and the risk analysis result. According to the invention the effectiveness and safety of the user in the medication process can be improved. The method can also be applied to the field of block chains and the data such as the risk analysis result can be stored on the block chain.";2021
"The embodiment of the invention belongs to the field of artificial intelligence is applied to the medical field and relates to a drug use recommendation method which comprises the following steps: when a drug recommendation instruction is received detecting pressure distribution information characteristics of drugs based on a drug monitoring sensor and obtaining a recommended drug use time period and a recommended drug dosage of a user according to the pressure distribution information characteristics; acquiring a group index parameter of the medicine based on a preset knowledge base; acquiring symptom data of the user and calculating individual index parameters of the user according to the group index parameters the symptom data the recommended medication time period and the recommended dosage; and generating a drug recommendation scheme of the user according to the individual index parameters. The invention further provides a drug use recommendation device computer equipment and a storage medium. In addition the invention also relates to a block chain technology and the drug recommendation scheme can be stored in a block chain. according to the invention accurate recommendation of drug use of the user is realized.";2021
A method for predicting a canonical form for an input text sequence includes predicting the canonical form with a neural network model. The model includes an encoder which generates a first representation of the input text sequence based on a representation of n-grams in the text sequence and a second representation of the input text sequence generated by a first neural network. The model also includes a decoder which sequentially predicts terms of the canonical form based on the first and second representations and a predicted prefix of the canonical form. The canonical form can be used for example to query a knowledge base or to generate a next utterance in a discourse.</p>;2017
"The invention provides an infant intelligent voice education method based on image analysis. The infant intelligent voice education method mainly comprises database training and intelligent education process. The database training comprises the steps of adopting infant cognitive education pictures to form a material library and combining the material library with a knowledge base to form a question and solution system. The intelligent education process comprises the steps of: performing voice recognition by utilizing a voice recognition method of a long-short-term memory model recurrent neural network when a question is input in the form of voice; adopting a VQA model adopting a guided back propagation technology and a blocking model to perform semantic analysis and image analysis; and querying knowledge information in the question and solution system acquiring an answer with the highest probability by means of a multi-layer perception classifier and returning the answer and finally outputting the answer in the form of voice and displaying the answer in the form of text. The infant intelligent voice education method can automatically analyze voice input to obtain user question information and carries out automatic reasoning to generate the question answer so as to conduct the intelligent voice education; the usage is convenient the operation is rapid and mechanical labor of parents and teachers is reduced; and the infant intelligent voice education method enhances the interestingness and improves learning efficiency of infants.";2017
"The invention provides a high-speed information processing method based on big data. The method comprises the steps that for each frame audio of an audio block the parameters of the last layer in a convolutional neural network are updated namely a weighting coefficient W and offset b; a BP algorithm is used to update the parameters of other layers in the convolutional neural network; the polynomial representation of each frame audio is updated according to new parameters; and based on the existing voice library D the current audio block is reconstructed and an error epsilon is calculated namely the polynomial representation Yk of the current audio block Xk is reconstructed. The method provided by the invention is based on voice big data processing and has the advantages of stronger anti-noise performance higher accuracy rate and higher recall rate. The knowledge acquisition efficiency of a user is significantly improved.";2018
The present invention relates to an antimodel generation method for a deep neural network based a voice recognition system and a device thereof. A conTExT dependent antimodel can generate a conTExT dependent decoding mapping rule in order to define one besides the current conTExT dependent phoneme model or can generate a conTExT dependent decoding mapping rule in order to generate an antimodel for defining one of which the middle phoneme is same and the left and right phonemes are different and/or one of which the middle phoneme is different and the left and right phonemes are same. A conTExT independent antimodel can generate a conTExT independent decoding mapping rule in order to generate an antimodel for defining one besides the current phoneme based on the middle phoneme of the conTExT dependent phoneme model. Therefore the knowledge-based antimodel generation method can generate an antimodel according to a mapping rule and can improve speech verification performance through deep neural antimodel training. COPYRIGHT KIPO 2018;2018
