Ilce,OdaSayisi, NetM2,BulunduguKat,BinaYasi,IsınmaTipi,KatSayisi,KrediyeUygunluk,EsyaDurumu,BanyoSayisi,YapininDurumu,Takas,SatisFiyati
Pamukkale,5,185,Alt Kat,17,Kombi,3,Uygun,Eşyalı Değil,1,İkinci El,Evet,3250000
Pamukkale,1,30,Alt Kat,6,Yerden Isıtma,3,Uygun,Eşyalı,1,İkinci El,Hayır,840000
Pamukkale,4,140,Orta Kat,0,Kombi,5,Uygun,Eşyalı Değil,1,Sıfır,Bilinmiyor,2540000
Pamukkale,3,50,Alt Kat,11,Kombi,5,Uygun,Eşyalı,1,İkinci El,Hayır,1750000
Pamukkale,1,30,Alt Kat,5,Kombi,3,Uygun,Eşyalı,1,İkinci El,Hayır,795000
Pamukkale,2,40,Alt Kat,30,Kombi,3,Uygun,Eşyalı,1,İkinci El,Evet,950000
Pamukkale,4,145,Alt Kat,25,Yerden Isıtma,4,Uygun,Eşyalı Değil,1,İkinci El,Bilinmiyor,2350000
Pamukkale,5,190,Alt Kat,5,Kombi,4,Uygun değil,Eşyalı Değil,1,İkinci El,Hayır,4500000
Pamukkale,3,90,Alt Kat,15,Kombi,7,Uygun,Eşyalı Değil,1,İkinci El,Bilinmiyor,1450000
Pamukkale,3,95,Alt Kat,4,Yerden Isıtma,3,Uygun,Eşyalı Değil,1,İkinci El,Hayır,1750000
Pamukkale,2,50,Alt Kat,8,Kombi,3,Bilinmiyor,Eşyalı,1,İkinci El,Bilinmiyor,970000
Pamukkale,3,120,Alt Kat,23,Kombi,4,Uygun,Eşyalı,1,İkinci El,Hayır,2700000
Pamukkale,4,150,Alt Kat,9,Kombi,3,Uygun,Eşyalı Değil,1,İkinci El,Evet,7400000
Pamukkale,3,70,Alt Kat,3,Kombi,5,Bilinmiyor,Eşyalı,1,İkinci El,Bilinmiyor,1900000
Pamukkale,3,100,Alt Kat,0,Kombi,4,Uygun,Eşyalı Değil,1,Sıfır,Evet,2100000
Pamukkale,3,115,Alt Kat,5,Kombi,3,Uygun,Eşyalı Değil,1,İkinci El,Bilinmiyor,2050000
Pamukkale,2,55,Üst Kat,0,Yerden Isıtma,7,Uygun,Eşyalı,1,İkinci El,Hayır,1590000
Pamukkale,3,115,Alt Kat,23,Kombi,3,Uygun,Eşyalı Değil,1,İkinci El,Bilinmiyor,1150000
Pamukkale,3,100,Alt Kat,4,Kombi,5,Uygun,Eşyalı Değil,1,İkinci El,Evet,2800000
Pamukkale,2,40,Alt Kat,11,Kombi,4,Uygun,Bilinmiyor,1,İkinci El,Hayır,1290000
Pamukkale,5,144,Alt Kat,0,Kombi,4,Uygun,Eşyalı Değil,2,Sıfır,Hayır,4500000
Pamukkale,2,50,Alt Kat,5,Kombi,5,Uygun değil,Eşyalı,1,İkinci El,Evet,1375000
Pamukkale,2,60,Alt Kat,0,Yerden Isıtma,4,Uygun,Bilinmiyor,1,Sıfır,Bilinmiyor,1950000
Pamukkale,3,55,Alt Kat,4,Yerden Isıtma,4,Uygun,Eşyalı,1,İkinci El,Hayır,3300000
Pamukkale,3,135,Alt Kat,13,Kombi,3,Uygun,Eşyalı Değil,1,İkinci El,Bilinmiyor,1450000
Pamukkale,3,110,Alt Kat,0,Kombi,5,Uygun,Eşyalı Değil,1,Sıfır,Evet,1950000
Pamukkale,3,75,Alt Kat,0,Yerden Isıtma,3,Bilinmiyor,Eşyalı,1,Sıfır,Bilinmiyor,1900000
Pamukkale,4,90,Alt Kat,5,Kombi,3,Uygun değil,Eşyalı,2,İkinci El,Hayır,1723000
Pamukkale,3,60,Alt Kat,5,Yerden Isıtma,5,Uygun,Eşyalı,1,İkinci El,Hayır,1700000
Pamukkale,3,70,Alt Kat,8,Yerden Isıtma,3,Uygun,Eşyalı,1,İkinci El,Evet,1500000
Pamukkale,2,40,Alt Kat,5,Kombi,5,Uygun,Eşyalı,1,İkinci El,Hayır,1249000
Pamukkale,3,70,Alt Kat,0,Yerden Isıtma,3,Uygun,Eşyalı Değil,1,Sıfır,Bilinmiyor,1950000
Pamukkale,6,200,Alt Kat,20,Kombi,4,Uygun,Eşyalı,2,İkinci El,Bilinmiyor,2750000
Pamukkale,2,165,Alt Kat,30,Kombi,7,Bilinmiyor,Eşyalı,1,İkinci El,Bilinmiyor,2150000
Pamukkale,3,55,Alt Kat,3,Kombi,5,Uygun,Bilinmiyor,1,İkinci El,Bilinmiyor,1600000
Pamukkale,4,150,Orta Kat,26,Merkezi,7,Bilinmiyor,Eşyalı Değil,1,İkinci El,Hayır,2499000
Pamukkale,4,150,Üst Kat,30,Kombi,6,Uygun,Eşyalı Değil,1,İkinci El,Evet,2399000
Pamukkale,4,140,Alt Kat,11,Kombi,4,Uygun,Eşyalı Değil,2,İkinci El,Hayır,2600000
Pamukkale,4,165,Alt Kat,35,Kombi,6,Uygun,Eşyalı Değil,1,İkinci El,Evet,2399000
Pamukkale,2,45,Alt Kat,5,Kombi,4,Uygun değil,Eşyalı,1,İkinci El,Evet,1248000
Pamukkale,4,145,Alt Kat,0,Yerden Isıtma,3,Uygun,Eşyalı Değil,2,Sıfır,Bilinmiyor,2700000
Pamukkale,2,60,Alt Kat,5,Kombi,4,Uygun,Eşyalı,1,İkinci El,Evet,1300000
Pamukkale,4,130,Alt Kat,20,Kombi,3,Uygun,Eşyalı Değil,2,İkinci El,Hayır,1675000
Pamukkale,3,115,Alt Kat,5,Kombi,4,Uygun,Eşyalı Değil,1,İkinci El,Bilinmiyor,2800000
Pamukkale,3,100,Alt Kat,6,Yerden Isıtma,3,Uygun,Eşyalı Değil,1,Sıfır,Hayır,1890000
Pamukkale,3,50,Alt Kat,4,Yerden Isıtma,4,Uygun,Eşyalı,1,İkinci El,Hayır,2750000
Pamukkale,2,30,Alt Kat,6,Yerden Isıtma,3,Uygun,Eşyalı,1,İkinci El,Bilinmiyor,700000
Pamukkale,4,140,Alt Kat,5,Kombi,2,Uygun,Bilinmiyor,1,Sıfır,Evet,1850000
Pamukkale,2,45,Orta Kat,5,Kombi,7,Uygun,Eşyalı Değil,1,İkinci El,Bilinmiyor,1500000
Pamukkale,3,45,Alt Kat,0,Kombi,3,Uygun,Eşyalı Değil,1,Sıfır,Evet,1250000
Pamukkale,4,145,Alt Kat,0,Kombi,3,Uygun,Eşyalı Değil,1,Sıfır,Evet,5000000
Pamukkale,2,45,Alt Kat,7,Kombi,5,Uygun,Bilinmiyor,1,İkinci El,Bilinmiyor,1500000
Pamukkale,4,145,Alt Kat,30,Kombi,5,Uygun,Eşyalı Değil,1,İkinci El,Hayır,1900000
Pamukkale,3,117,Orta Kat,20,Kombi,7,Bilinmiyor,Bilinmiyor,1,İkinci El,Bilinmiyor,1749000
Pamukkale,2,50,Alt Kat,5,Kombi,6,Uygun,Eşyalı,1,Sıfır,Evet,975000
Pamukkale,3,71,Alt Kat,5,Kombi,3,Uygun,Eşyalı,1,İkinci El,Evet,1319000
Pamukkale,3,130,Alt Kat,30,Yerden Isıtma,3,Uygun,Eşyalı,1,İkinci El,Hayır,1800000
Pamukkale,3,320,Alt Kat,31,Kombi,3,Uygun değil,Eşyalı Değil,1,İkinci El,Evet,4235000
Pamukkale,2,55,Alt Kat,7,Kombi,3,Uygun,Eşyalı,1,İkinci El,Bilinmiyor,1290000
Pamukkale,3,75,Alt Kat,5,Yerden Isıtma,3,Uygun,Eşyalı Değil,1,İkinci El,Hayır,1500000
Pamukkale,3,110,Alt Kat,0,Kombi,3,Uygun,Eşyalı Değil,1,Sıfır,Hayır,2250000
Pamukkale,3,90,Alt Kat,30,Kombi,3,Uygun,Eşyalı,3,İkinci El,Evet,1250000
Pamukkale,4,140,Orta Kat,2,Kombi,4,Uygun,Eşyalı Değil,1,İkinci El,Evet,4500000
Pamukkale,2,50,Alt Kat,20,Kombi,2,Uygun,Eşyalı,1,Sıfır,Evet,1299000
Pamukkale,3,110,Alt Kat,3,Yerden Isıtma,3,Uygun,Bilinmiyor,1,Sıfır,Bilinmiyor,1850000
Pamukkale,3,95,Alt Kat,0,Yerden Isıtma,4,Uygun,Eşyalı Değil,1,Sıfır,Bilinmiyor,3900000
Pamukkale,2,110,Alt Kat,4,Kombi,2,Uygun,Eşyalı,1,İkinci El,Evet,1390000
Pamukkale,4,100,Alt Kat,5,Kombi,3,Uygun,Eşyalı Değil,1,İkinci El,Evet,2590000
Pamukkale,2,50,Alt Kat,9,Kombi,5,Uygun,Eşyalı,1,İkinci El,Evet,1249000
Pamukkale,3,60,Alt Kat,10,Kombi,2,Uygun,Eşyalı,1,İkinci El,Evet,1775000
Pamukkale,4,150,Alt Kat,12,Kombi,7,Uygun,Bilinmiyor,1,İkinci El,Bilinmiyor,3000000
Pamukkale,2,35,Alt Kat,5,Kombi,5,Uygun,Eşyalı,1,İkinci El,Hayır,959000
Pamukkale,2,55,Alt Kat,5,Kombi,3,Uygun,Eşyalı,1,İkinci El,Hayır,1375000
Pamukkale,2,50,Orta Kat,5,Kombi,4,Uygun,Eşyalı,1,İkinci El,Hayır,1500000
Pamukkale,2,45,Alt Kat,5,Yerden Isıtma,6,Uygun,Eşyalı,1,İkinci El,Evet,1100000
Pamukkale,2,50,Alt Kat,6,Kombi,4,Uygun,Eşyalı,1,İkinci El,Hayır,1149000
Pamukkale,3,105,Alt Kat,3,Yerden Isıtma,3,Uygun,Eşyalı Değil,1,İkinci El,Hayır,2000000
Pamukkale,3,100,Orta Kat,0,Yerden Isıtma,5,Uygun,Eşyalı Değil,1,İkinci El,Evet,1625000
Pamukkale,3,90,Alt Kat,30,Yerden Isıtma,4,Uygun,Eşyalı Değil,1,İkinci El,Bilinmiyor,2000000
Pamukkale,3,120,Alt Kat,15,Kombi,3,Uygun,Bilinmiyor,1,İkinci El,Bilinmiyor,1350000
Pamukkale,3,80,Alt Kat,11,Kombi,4,Uygun,Eşyalı Değil,1,İkinci El,Evet,1450000
Pamukkale,4,140,Alt Kat,7,Kombi,3,Uygun,Eşyalı Değil,1,İkinci El,Evet,2690000
Pamukkale,3,60,Alt Kat,8,Yerden Isıtma,5,Uygun,Eşyalı,1,İkinci El,Hayır,1200000
Pamukkale,3,115,Orta Kat,6,Kombi,7,Uygun,Eşyalı Değil,1,İkinci El,Hayır,2500000
Pamukkale,2,50,Alt Kat,4,Yerden Isıtma,4,Uygun,Eşyalı,1,İkinci El,Hayır,1420000
Pamukkale,2,40,Alt Kat,7,Kombi,3,Uygun,Eşyalı,1,İkinci El,Evet,1090000
Pamukkale,3,90,Alt Kat,1,Yerden Isıtma,5,Uygun,Eşyalı Değil,1,Sıfır,Evet,1550000
Pamukkale,5,150,Alt Kat,8,Kombi,2,Uygun,Eşyalı Değil,1,İkinci El,Hayır,3200000
Pamukkale,4,130,Alt Kat,0,Yerden Isıtma,2,Uygun,Eşyalı Değil,1,Sıfır,Evet,2300000
Pamukkale,5,150,Alt Kat,30,Kombi,6,Uygun,Eşyalı Değil,2,İkinci El,Hayır,1850000
Pamukkale,3,90,Alt Kat,25,Kombi,4,Uygun,Eşyalı Değil,1,İkinci El,Hayır,1450000
Pamukkale,3,115,Alt Kat,21,Kombi,4,Uygun,Eşyalı Değil,1,İkinci El,Hayır,1639000
Pamukkale,4,147,Alt Kat,0,Yerden Isıtma,3,Uygun,Bilinmiyor,1,Sıfır,Bilinmiyor,5190000
Pamukkale,2,40,Alt Kat,5,Yerden Isıtma,4,Uygun,Bilinmiyor,1,İkinci El,Evet,1099000
Pamukkale,4,125,Alt Kat,0,Kombi,2,Uygun,Eşyalı Değil,1,Sıfır,Evet,2250000
Pamukkale,2,60,Alt Kat,6,Kombi,3,Uygun,Eşyalı,1,İkinci El,Evet,1200000
Pamukkale,3,120,Alt Kat,4,Kombi,3,Uygun,Eşyalı Değil,1,İkinci El,Hayır,2650000
Pamukkale,2,48,Alt Kat,8,Kombi,4,Uygun,Bilinmiyor,1,İkinci El,Bilinmiyor,1295000
Pamukkale,2,50,Alt Kat,3,Kombi,5,Uygun,Eşyalı,1,İkinci El,Bilinmiyor,1350000
Pamukkale,3,125,Orta Kat,30,Kombi,7,Uygun,Eşyalı Değil,1,İkinci El,Hayır,1450000
Pamukkale,3,110,Alt Kat,6,Kombi,3,Uygun,Eşyalı Değil,1,İkinci El,Hayır,2600000
Pamukkale,2,50,Orta Kat,5,Kombi,4,Uygun,Bilinmiyor,1,İkinci El,Bilinmiyor,1400000
Pamukkale,3,90,Alt Kat,7,Kombi,3,Uygun,Eşyalı Değil,1,İkinci El,Evet,1800000
Pamukkale,4,145,Alt Kat,1,Kombi,4,Bilinmiyor,Eşyalı Değil,1,Sıfır,Hayır,2300000
Pamukkale,2,50,Alt Kat,7,Kombi,4,Uygun,Eşyalı,1,İkinci El,Hayır,1300000
Pamukkale,2,50,Alt Kat,8,Kombi,5,Uygun,Eşyalı,1,İkinci El,Hayır,1150000
Pamukkale,4,145,Alt Kat,16,Kombi,4,Uygun değil,Eşyalı Değil,2,İkinci El,Evet,2750000
Pamukkale,4,140,Alt Kat,0,Kombi,1,Uygun,Eşyalı Değil,1,Sıfır,Hayır,2950000
Pamukkale,4,135,Alt Kat,12,Kombi,5,Uygun,Bilinmiyor,1,İkinci El,Bilinmiyor,2050000
Pamukkale,3,120,Alt Kat,25,Kombi,7,Uygun,Eşyalı Değil,1,İkinci El,Bilinmiyor,1450000
Pamukkale,2,70,Alt Kat,35,Kombi,3,Uygun,Eşyalı Değil,1,İkinci El,Bilinmiyor,845000
Pamukkale,4,145,Alt Kat,20,Kombi,3,Uygun,Eşyalı Değil,2,İkinci El,Evet,2550000
Pamukkale,3,110,Alt Kat,0,Kombi,3,Uygun,Eşyalı Değil,1,Sıfır,Evet,1800000
Pamukkale,2,50,Alt Kat,5,Yerden Isıtma,2,Uygun,Eşyalı,1,İkinci El,Hayır,975000
Pamukkale,3,100,Alt Kat,0,Yerden Isıtma,3,Uygun,Bilinmiyor,1,Sıfır,Bilinmiyor,2500000
Pamukkale,2,48,Alt Kat,8,Kombi,2,Uygun,Bilinmiyor,1,İkinci El,Bilinmiyor,840000
Pamukkale,2,55,Alt Kat,4,Kombi,4,Uygun,Eşyalı,1,İkinci El,Evet,1249000
Pamukkale,3,110,Alt Kat,0,Kombi,1,Uygun,Eşyalı Değil,1,Sıfır,Hayır,2499000
Pamukkale,3,95,Alt Kat,6,Yerden Isıtma,3,Uygun,Eşyalı,1,Sıfır,Bilinmiyor,1550000
Pamukkale,3,72,Alt Kat,5,Kombi,3,Uygun,Eşyalı,1,İkinci El,Evet,1875000
Pamukkale,4,145,Alt Kat,0,Yerden Isıtma,3,Uygun,Eşyalı Değil,2,Sıfır,Bilinmiyor,3250000
Pamukkale,3,80,Alt Kat,7,Kombi,4,Uygun,Eşyalı Değil,1,İkinci El,Hayır,1650000
Pamukkale,4,150,Üst Kat,30,Kombi,6,Uygun,Bilinmiyor,1,İkinci El,Bilinmiyor,2399000
Pamukkale,3,55,Alt Kat,5,Kombi,3,Uygun,Eşyalı,1,İkinci El,Bilinmiyor,1425000
Pamukkale,3,135,Alt Kat,10,Kombi,9,Uygun,Eşyalı Değil,1,İkinci El,Hayır,2000000
Pamukkale,3,110,Alt Kat,0,Kombi,5,Uygun,Eşyalı Değil,1,Sıfır,Evet,1600000
Pamukkale,3,100,Alt Kat,4,Kombi,3,Uygun,Bilinmiyor,1,İkinci El,Bilinmiyor,1700000
Pamukkale,2,45,Alt Kat,5,Kombi,3,Uygun,Eşyalı,1,İkinci El,Hayır,885000
Pamukkale,2,50,Alt Kat,0,Kombi,2,Uygun,Bilinmiyor,1,Sıfır,Bilinmiyor,1350000
Pamukkale,4,145,Alt Kat,0,Yerden Isıtma,4,Uygun,Eşyalı Değil,2,İkinci El,Evet,4200000
Pamukkale,3,95,Alt Kat,10,Yerden Isıtma,3,Uygun,Eşyalı Değil,1,İkinci El,Hayır,1850000
Pamukkale,3,100,Alt Kat,0,Yerden Isıtma,5,Uygun,Eşyalı Değil,1,Sıfır,Hayır,2250000
Pamukkale,2,40,Alt Kat,5,Yerden Isıtma,5,Uygun,Eşyalı,1,İkinci El,Evet,1450000
Pamukkale,4,140,Alt Kat,0,Kombi,4,Uygun,Eşyalı Değil,2,Sıfır,Bilinmiyor,4000000
Pamukkale,3,110,Alt Kat,21,Kombi,3,Uygun,Eşyalı Değil,1,İkinci El,Evet,1499000
Pamukkale,2,65,Alt Kat,10,Kombi,3,Uygun,Eşyalı,1,İkinci El,Evet,1250000
Pamukkale,3,100,Orta Kat,30,Kombi,7,Uygun,Eşyalı Değil,1,İkinci El,Hayır,1749000
Pamukkale,4,165,Alt Kat,10,Kombi,4,Bilinmiyor,Eşyalı Değil,1,İkinci El,Bilinmiyor,1800000
Pamukkale,6,220,Alt Kat,20,Kombi,3,Uygun,Eşyalı Değil,2,İkinci El,Evet,3500000
Pamukkale,3,85,Alt Kat,7,Kombi,3,Uygun,Eşyalı,1,İkinci El,Evet,1850000
Pamukkale,3,100,Orta Kat,26,Kombi,4,Uygun,Eşyalı Değil,1,İkinci El,Hayır,1450000
Pamukkale,2,60,Alt Kat,4,Kombi,3,Bilinmiyor,Eşyalı,1,İkinci El,Evet,1650000
Pamukkale,2,40,Alt Kat,5,Kombi,4,Uygun,Eşyalı,1,İkinci El,Hayır,1290000
Pamukkale,2,55,Alt Kat,4,Yerden Isıtma,5,Uygun,Bilinmiyor,1,İkinci El,Bilinmiyor,1229000
Pamukkale,4,135,Alt Kat,0,Kombi,3,Uygun,Eşyalı Değil,2,Sıfır,Bilinmiyor,3500000
Pamukkale,3,95,Alt Kat,0,Yerden Isıtma,3,Uygun,Eşyalı Değil,1,Sıfır,Evet,2550000
Pamukkale,5,115,Orta Kat,35,Soba,8,Bilinmiyor,Eşyalı Değil,1,İkinci El,Bilinmiyor,900000
Pamukkale,2,38,Alt Kat,5,Yerden Isıtma,2,Uygun,Eşyalı,1,İkinci El,Hayır,749000
Pamukkale,2,50,Alt Kat,5,Yerden Isıtma,4,Uygun,Eşyalı,1,İkinci El,Evet,1200000
Pamukkale,2,45,Alt Kat,7,Kombi,3,Uygun,Eşyalı,1,İkinci El,Evet,1050000
Pamukkale,4,100,Alt Kat,6,Kombi,3,Uygun,Eşyalı,2,İkinci El,Hayır,1849000
Pamukkale,2,70,Alt Kat,4,Kombi,4,Uygun,Eşyalı,1,İkinci El,Hayır,1450000
Pamukkale,4,165,Alt Kat,30,Kombi,7,Uygun,Eşyalı Değil,1,İkinci El,Bilinmiyor,1825000
Pamukkale,4,110,Orta Kat,20,Yerden Isıtma,6,Uygun,Eşyalı Değil,1,İkinci El,Hayır,1800000
Pamukkale,2,55,Alt Kat,4,Kombi,2,Uygun,Eşyalı,1,İkinci El,Hayır,1390000
Pamukkale,4,165,Alt Kat,0,Yerden Isıtma,3,Uygun,Eşyalı Değil,1,Sıfır,Evet,6500000
Pamukkale,4,145,Alt Kat,21,Kombi,5,Uygun,Eşyalı Değil,1,İkinci El,Hayır,3500000
Pamukkale,3,70,Alt Kat,11,Kombi,4,Uygun,Eşyalı,1,İkinci El,Hayır,1500000
Pamukkale,3,135,Orta Kat,7,Kombi,8,Uygun,Bilinmiyor,1,İkinci El,Bilinmiyor,2800000
Pamukkale,2,55,Alt Kat,4,Yerden Isıtma,5,Uygun,Eşyalı,1,İkinci El,Hayır,1229000
Pamukkale,4,190,Alt Kat,31,Merkezi,7,Uygun,Eşyalı Değil,1,İkinci El,Hayır,1885000
Pamukkale,2,54,Alt Kat,5,Kombi,7,Uygun,Eşyalı,1,İkinci El,Hayır,1350000
Pamukkale,4,160,Alt Kat,25,Merkezi,5,Uygun,Eşyalı Değil,1,İkinci El,Hayır,3200000
Pamukkale,3,60,Alt Kat,6,Kombi,2,Uygun,Eşyalı,1,İkinci El,Hayır,1490000
Pamukkale,4,125,Alt Kat,0,Yerden Isıtma,1,Uygun,Eşyalı Değil,1,Sıfır,Hayır,2500000
Pamukkale,2,60,Alt Kat,8,Kombi,3,Uygun,Eşyalı,1,İkinci El,Evet,1450000
Pamukkale,3,80,Alt Kat,0,Kombi,2,Uygun,Eşyalı Değil,1,Sıfır,Evet,2750000
Pamukkale,4,150,Alt Kat,25,Merkezi,4,Bilinmiyor,Eşyalı Değil,1,İkinci El,Hayır,3300000
Pamukkale,2,45,Alt Kat,8,Kombi,4,Uygun,Eşyalı,1,İkinci El,Hayır,1299000
Pamukkale,3,75,Alt Kat,1,Kombi,4,Uygun,Bilinmiyor,1,Sıfır,Hayır,2200000
Pamukkale,3,65,Alt Kat,5,Kombi,3,Uygun,Eşyalı,1,İkinci El,Evet,1250000
Pamukkale,2,50,Alt Kat,3,Yerden Isıtma,6,Uygun,Eşyalı,1,İkinci El,Hayır,1350000
Pamukkale,3,110,Alt Kat,16,Soba,3,Uygun değil,Eşyalı Değil,1,İkinci El,Hayır,949000
Pamukkale,4,120,Alt Kat,0,Kombi,2,Uygun,Eşyalı Değil,2,Sıfır,Hayır,2450000
Pamukkale,3,120,Alt Kat,26,Kombi,3,Uygun değil,Eşyalı Değil,1,İkinci El,Hayır,1485000
Pamukkale,4,145,Alt Kat,25,Kombi,3,Uygun,Eşyalı Değil,1,İkinci El,Evet,2600000
Pamukkale,2,45,Alt Kat,9,Kombi,4,Uygun,Eşyalı,1,İkinci El,Evet,1350000
Pamukkale,2,42,Alt Kat,4,Kombi,3,Uygun,Eşyalı,1,İkinci El,Evet,1269000
Pamukkale,2,55,Alt Kat,7,Kombi,2,Uygun,Eşyalı,1,Sıfır,Evet,1299000
Pamukkale,2,60,Alt Kat,7,Kombi,4,Uygun,Eşyalı,1,İkinci El,Hayır,1450000
Pamukkale,2,45,Alt Kat,5,Kombi,3,Uygun,Eşyalı,1,İkinci El,Evet,1095000
Pamukkale,3,120,Alt Kat,30,Merkezi,4,Uygun,Eşyalı Değil,1,İkinci El,Evet,2095000
Pamukkale,3,60,Alt Kat,6,Yerden Isıtma,3,Uygun,Eşyalı,1,İkinci El,Bilinmiyor,1200000
Pamukkale,4,135,Alt Kat,15,Kombi,3,Bilinmiyor,Eşyalı Değil,1,İkinci El,Hayır,1750000
Pamukkale,4,155,Orta Kat,5,Kombi,4,Uygun,Eşyalı Değil,1,İkinci El,Evet,1850000
Pamukkale,3,80,Alt Kat,5,Kombi,4,Uygun,Eşyalı Değil,1,İkinci El,Hayır,2100000
Pamukkale,3,68,Alt Kat,4,Kombi,3,Uygun,Eşyalı,1,İkinci El,Hayır,1290000
Pamukkale,3,88,Alt Kat,5,Kombi,4,Uygun,Eşyalı Değil,1,İkinci El,Evet,1450000
Pamukkale,5,180,Üst Kat,15,Kombi,6,Uygun,Eşyalı Değil,2,İkinci El,Hayır,4500000
Pamukkale,3,120,Alt Kat,8,Kombi,4,Uygun,Eşyalı,1,İkinci El,Bilinmiyor,2625000
Pamukkale,2,40,Alt Kat,4,Yerden Isıtma,4,Uygun,Eşyalı,1,İkinci El,Evet,1225000
Pamukkale,3,110,Alt Kat,0,Kombi,4,Uygun,Eşyalı Değil,1,Sıfır,Evet,1900000
Pamukkale,4,170,Üst Kat,25,Merkezi,6,Uygun,Eşyalı Değil,1,İkinci El,Hayır,2750000
Pamukkale,4,180,Alt Kat,0,Yerden Isıtma,4,Uygun,Bilinmiyor,2,Sıfır,Bilinmiyor,5500000
Pamukkale,3,90,Orta Kat,9,Kombi,12,Bilinmiyor,Bilinmiyor,1,İkinci El,Bilinmiyor,1399000
Pamukkale,3,60,Alt Kat,12,Kombi,4,Uygun,Eşyalı,1,İkinci El,Hayır,1550000
Pamukkale,4,155,Alt Kat,0,Kombi,4,Uygun,Eşyalı Değil,1,Sıfır,Evet,4000000
Pamukkale,2,50,Alt Kat,6,Kombi,3,Uygun,Eşyalı,1,İkinci El,Hayır,1199000
Pamukkale,3,60,Alt Kat,5,Kombi,5,Uygun,Eşyalı Değil,1,İkinci El,Evet,1550000
Pamukkale,2,55,Orta Kat,1,Yerden Isıtma,4,Uygun,Eşyalı,1,Sıfır,Hayır,1370000
Pamukkale,4,150,Üst Kat,26,Kombi,6,Uygun,Eşyalı Değil,1,İkinci El,Evet,2499000
Pamukkale,3,80,Alt Kat,6,Yerden Isıtma,3,Uygun,Bilinmiyor,1,İkinci El,Bilinmiyor,1450000
Pamukkale,3,100,Alt Kat,0,Kombi,2,Uygun,Eşyalı Değil,1,Sıfır,Hayır,1890000
Pamukkale,3,110,Alt Kat,0,Kombi,3,Uygun,Eşyalı Değil,1,Sıfır,Evet,2750000
Pamukkale,2,50,Alt Kat,5,Kombi,3,Uygun,Eşyalı,1,İkinci El,Hayır,1399000
Pamukkale,4,150,Üst Kat,30,Kombi,6,Uygun,Bilinmiyor,1,İkinci El,Bilinmiyor,2399000
Pamukkale,4,165,Üst Kat,30,Kombi,7,Uygun,Eşyalı Değil,1,İkinci El,Evet,2425000
Pamukkale,4,140,Üst Kat,30,Kombi,6,Uygun,Eşyalı Değil,1,İkinci El,Hayır,2399000
Pamukkale,3,70,Alt Kat,0,Yerden Isıtma,4,Uygun,Eşyalı,1,İkinci El,Evet,3100000
Pamukkale,4,165,Alt Kat,26,Kombi,4,Bilinmiyor,Bilinmiyor,1,İkinci El,Bilinmiyor,2975000
Pamukkale,3,125,Alt Kat,6,Kombi,3,Uygun,Eşyalı Değil,1,İkinci El,Evet,1950000
Pamukkale,3,100,Alt Kat,0,Yerden Isıtma,2,Uygun,Bilinmiyor,1,Sıfır,Bilinmiyor,2400000
Pamukkale,4,110,Alt Kat,7,Kombi,4,Uygun,Eşyalı Değil,1,İkinci El,Hayır,2450000
Pamukkale,4,138,Alt Kat,5,Kombi,4,Uygun,Eşyalı Değil,1,İkinci El,Hayır,3299000
Pamukkale,2,32,Orta Kat,28,Kombi,4,Uygun değil,Eşyalı,1,İkinci El,Hayır,750000
Pamukkale,2,50,Alt Kat,0,Yerden Isıtma,4,Uygun,Eşyalı Değil,1,Sıfır,Evet,2400000
Pamukkale,4,100,Orta Kat,0,Yerden Isıtma,5,Uygun,Eşyalı Değil,1,Sıfır,Hayır,2500000
Pamukkale,4,145,Alt Kat,10,Kombi,3,Uygun,Eşyalı Değil,1,İkinci El,Evet,1950000
Pamukkale,3,80,Alt Kat,6,Yerden Isıtma,3,Uygun,Bilinmiyor,1,İkinci El,Bilinmiyor,1950000
Pamukkale,3,63,Alt Kat,0,Kombi,4,Uygun,Eşyalı Değil,1,Sıfır,Hayır,7250000
Pamukkale,4,90,Alt Kat,1,Kombi,2,Uygun,Eşyalı Değil,1,Sıfır,Evet,2000000
Pamukkale,4,140,Alt Kat,20,Kombi,4,Uygun,Eşyalı Değil,1,İkinci El,Evet,1600000
Pamukkale,3,120,Orta Kat,12,Kombi,4,Bilinmiyor,Bilinmiyor,1,İkinci El,Bilinmiyor,1820000
Pamukkale,2,40,Alt Kat,20,Klima,5,Uygun,Eşyalı,1,İkinci El,Evet,1150000
Pamukkale,3,60,Alt Kat,5,Kombi,2,Uygun,Eşyalı,1,İkinci El,Evet,1350000
Pamukkale,3,80,Alt Kat,25,Kombi,1,Uygun,Bilinmiyor,1,İkinci El,Bilinmiyor,950000
Pamukkale,4,140,Alt Kat,33,Kombi,6,Uygun,Eşyalı Değil,1,İkinci El,Hayır,7500000
Pamukkale,4,165,Alt Kat,35,Kombi,6,Uygun,Eşyalı Değil,1,İkinci El,Bilinmiyor,2339000
Pamukkale,2,60,Alt Kat,7,Kombi,3,Uygun,Eşyalı,1,İkinci El,Evet,1300000
Pamukkale,2,40,Orta Kat,12,Yerden Isıtma,4,Uygun,Eşyalı,1,Sıfır,Hayır,1299000
Pamukkale,3,110,Alt Kat,0,Kombi,3,Uygun,Eşyalı Değil,1,Sıfır,Evet,1700000
