Ilce,OdaSayisi,BrutM2, NetM2,BulunduguKat,BinaYasi,IsınmaTipi,KatSayisi,KrediyeUygunluk,EsyaDurumu,BanyoSayisi,YapininDurumu,Takas,SatisFiyati,TapuDurumu,Cephe
Pamukkale,2,55,50,3,3,Kombi,5,Uygun,Eşyalı,1,İkinci El,Bilinmiyor,1350000,,
Pamukkale,3,135,125,4,30,Kombi,7,Uygun,Eşyalı Değil,1,İkinci El,Hayır,1450000,Kat Mülkiyeti,
Pamukkale,3,120,110,2,6,Kombi,3,Uygun,Eşyalı Değil,1,İkinci El,Hayır,2600000,Kat Mülkiyeti,"Kuzey, Güney, Doğu, Batı"
Pamukkale,2,55,50,4,5,Kombi,4,Uygun,Bilinmiyor,1,İkinci El,Bilinmiyor,1400000,,
Pamukkale,3,95,90,1,7,Kombi,3,Uygun,Eşyalı Değil,1,İkinci El,Evet,1800000,Kat Mülkiyeti,
Pamukkale,4,150,145,0,1,Kombi,4,Bilinmiyor,Eşyalı Değil,1,Sıfır,Hayır,2300000,Kat Mülkiyeti,
Pamukkale,2,56,50,2,7,Kombi,4,Uygun,Eşyalı,1,İkinci El,Hayır,1300000,,
Pamukkale,2,55,50,3,8,Kombi,5,Uygun,Eşyalı,1,İkinci El,Hayır,1150000,,Güney
Pamukkale,4,165,145,2,16,Kombi,4,Uygun değil,Eşyalı Değil,2,İkinci El,Evet,2750000,Kat İrtifakı,"Güney, Doğu, Batı"
Pamukkale,4,150,140,0,0,Kombi,1,Uygun,Eşyalı Değil,1,Sıfır,Hayır,2950000,Kat Mülkiyeti,
Pamukkale,4,145,135,3,12,Kombi,5,Uygun,Bilinmiyor,1,İkinci El,Bilinmiyor,2050000,,
Pamukkale,3,125,120,2,25,Kombi,7,Uygun,Eşyalı Değil,1,İkinci El,Bilinmiyor,1450000,,
Pamukkale,2,75,70,2,35,Kombi,3,Uygun,Eşyalı Değil,1,İkinci El,Bilinmiyor,845000,,
Pamukkale,4,150,145,0,20,Kombi,3,Uygun,Eşyalı Değil,2,İkinci El,Evet,2550000,,
Pamukkale,3,130,110,2,0,Kombi,3,Uygun,Eşyalı Değil,1,Sıfır,Evet,1800000,Kat Mülkiyeti,
Pamukkale,2,55,50,0,5,Yerden Isıtma,2,Uygun,Eşyalı,1,İkinci El,Hayır,975000,Kat Mülkiyeti,"Güney, Doğu"
Pamukkale,3,110,100,2,0,Yerden Isıtma,3,Uygun,Bilinmiyor,1,Sıfır,Bilinmiyor,2500000,,
Pamukkale,2,50,48,0,8,Kombi,2,Uygun,Bilinmiyor,1,İkinci El,Bilinmiyor,840000,,
Pamukkale,2,60,55,2,4,Kombi,4,Uygun,Eşyalı,1,İkinci El,Evet,1249000,Kat Mülkiyeti,
Pamukkale,3,115,110,1,0,Kombi,1,Uygun,Eşyalı Değil,1,Sıfır,Hayır,2499000,Kat Mülkiyeti,
Pamukkale,3,100,95,-2,6,Yerden Isıtma,3,Uygun,Eşyalı,1,Sıfır,Bilinmiyor,1550000,,
Pamukkale,3,85,72,0,5,Kombi,3,Uygun,Eşyalı,1,İkinci El,Evet,1875000,Kat Mülkiyeti,"Güney, Doğu, Batı"
Pamukkale,4,160,145,0,0,Yerden Isıtma,3,Uygun,Eşyalı Değil,2,Sıfır,Bilinmiyor,3250000,,
Pamukkale,3,100,80,0,7,Kombi,4,Uygun,Eşyalı Değil,1,İkinci El,Hayır,1650000,Kat Mülkiyeti,
Pamukkale,4,160,150,6,30,Kombi,6,Uygun,Bilinmiyor,1,İkinci El,Bilinmiyor,2399000,,
Pamukkale,3,58,55,0,5,Kombi,3,Uygun,Eşyalı,1,İkinci El,Bilinmiyor,1425000,,
Pamukkale,3,145,135,2,10,Kombi,9,Uygun,Eşyalı Değil,1,İkinci El,Hayır,2000000,Kat İrtifakı,Güney
Pamukkale,3,120,110,0,0,Kombi,5,Uygun,Eşyalı Değil,1,Sıfır,Evet,1600000,Kat Mülkiyeti,
Pamukkale,3,110,100,0,4,Kombi,3,Uygun,Bilinmiyor,1,İkinci El,Bilinmiyor,1700000,,
Pamukkale,2,47,45,0,5,Kombi,3,Uygun,Eşyalı,1,İkinci El,Hayır,885000,,
Pamukkale,2,55,50,0,0,Kombi,2,Uygun,Bilinmiyor,1,Sıfır,Bilinmiyor,1350000,,
Pamukkale,4,148,145,2,0,Yerden Isıtma,4,Uygun,Eşyalı Değil,2,İkinci El,Evet,4200000,,
Pamukkale,3,100,95,0,10,Yerden Isıtma,3,Uygun,Eşyalı Değil,1,İkinci El,Hayır,1850000,Kat İrtifakı,
Pamukkale,3,120,100,2,0,Yerden Isıtma,5,Uygun,Eşyalı Değil,1,Sıfır,Hayır,2250000,,
Pamukkale,2,50,40,3,5,Yerden Isıtma,5,Uygun,Eşyalı,1,İkinci El,Evet,1450000,Kat Mülkiyeti,"Güney, Batı"
Pamukkale,4,153,140,2,0,Kombi,4,Uygun,Eşyalı Değil,2,Sıfır,Bilinmiyor,4000000,,
Pamukkale,3,125,110,0,21,Kombi,3,Uygun,Eşyalı Değil,1,İkinci El,Evet,1499000,Kat Mülkiyeti,"Güney, Doğu, Batı"
Pamukkale,2,70,65,3,10,Kombi,3,Uygun,Eşyalı,1,İkinci El,Evet,1250000,Kat Mülkiyeti,
Pamukkale,3,117,100,5,30,Kombi,7,Uygun,Eşyalı Değil,1,İkinci El,Hayır,1749000,,
Pamukkale,4,170,165,0,10,Kombi,4,Bilinmiyor,Eşyalı Değil,1,İkinci El,Bilinmiyor,1800000,,
Pamukkale,6,250,220,3,20,Kombi,3,Uygun,Eşyalı Değil,2,İkinci El,Evet,3500000,,
Pamukkale,3,95,85,1,7,Kombi,3,Uygun,Eşyalı,1,İkinci El,Evet,1850000,Kat Mülkiyeti,
Pamukkale,3,105,100,4,26,Kombi,4,Uygun,Eşyalı Değil,1,İkinci El,Hayır,1450000,Kat İrtifakı,
Pamukkale,2,65,60,2,4,Kombi,3,Bilinmiyor,Eşyalı,1,İkinci El,Evet,1650000,Kat Mülkiyeti,
Pamukkale,2,45,40,0,5,Kombi,4,Uygun,Eşyalı,1,İkinci El,Hayır,1290000,Kat Mülkiyeti,Doğu
Pamukkale,2,60,55,3,4,Yerden Isıtma,5,Uygun,Bilinmiyor,1,İkinci El,Bilinmiyor,1229000,,
Pamukkale,4,145,135,1,0,Kombi,3,Uygun,Eşyalı Değil,2,Sıfır,Bilinmiyor,3500000,,
Pamukkale,3,100,95,3,0,Yerden Isıtma,3,Uygun,Eşyalı Değil,1,Sıfır,Evet,2550000,Kat İrtifakı,
Pamukkale,5,130,115,4,35,Soba,8,Bilinmiyor,Eşyalı Değil,1,İkinci El,Bilinmiyor,900000,,
Pamukkale,2,42,38,-1,5,Yerden Isıtma,2,Uygun,Eşyalı,1,İkinci El,Hayır,749000,Kat Mülkiyeti,"Kuzey, Batı"
Pamukkale,2,55,50,1,5,Yerden Isıtma,4,Uygun,Eşyalı,1,İkinci El,Evet,1200000,,"Kuzey, Güney, Doğu, Batı"
Pamukkale,2,50,45,1,7,Kombi,3,Uygun,Eşyalı,1,İkinci El,Evet,1050000,Kat Mülkiyeti,
Pamukkale,4,110,100,3,6,Kombi,3,Uygun,Eşyalı,2,İkinci El,Hayır,1849000,Kat Mülkiyeti,
Pamukkale,2,75,70,0,4,Kombi,4,Uygun,Eşyalı,1,İkinci El,Hayır,1450000,Kat Mülkiyeti,
Pamukkale,4,175,165,1,30,Kombi,7,Uygun,Eşyalı Değil,1,İkinci El,Bilinmiyor,1825000,,
Pamukkale,4,140,110,4,20,Yerden Isıtma,6,Uygun,Eşyalı Değil,1,İkinci El,Hayır,1800000,Kat Mülkiyeti,"Kuzey, Güney, Doğu, Batı"
Pamukkale,2,60,55,1,4,Kombi,2,Uygun,Eşyalı,1,İkinci El,Hayır,1390000,,
Pamukkale,4,195,165,1,0,Yerden Isıtma,3,Uygun,Eşyalı Değil,1,Sıfır,Evet,6500000,Kat İrtifakı,
Pamukkale,4,160,145,1,21,Kombi,5,Uygun,Eşyalı Değil,1,İkinci El,Hayır,3500000,Kat Mülkiyeti,"Güney, Doğu"
Pamukkale,3,80,70,0,11,Kombi,4,Uygun,Eşyalı,1,İkinci El,Hayır,1500000,Kat Mülkiyeti,"Kuzey, Doğu, Batı"
Pamukkale,3,145,135,7,7,Kombi,8,Uygun,Bilinmiyor,1,İkinci El,Bilinmiyor,2800000,,
Pamukkale,2,60,55,2,4,Yerden Isıtma,5,Uygun,Eşyalı,1,İkinci El,Hayır,1229000,Kat Mülkiyeti,
Pamukkale,4,210,190,1,31,Merkezi,7,Uygun,Eşyalı Değil,1,İkinci El,Hayır,1885000,Kat Mülkiyeti,
Pamukkale,2,55,54,2,5,Kombi,7,Uygun,Eşyalı,1,İkinci El,Hayır,1350000,Kat Mülkiyeti,"Doğu, Batı"
Pamukkale,4,175,160,3,25,Merkezi (Pay Ölçer),5,Uygun,Eşyalı Değil,1,İkinci El,Hayır,3200000,Kat Mülkiyeti,"Kuzey, Güney, Doğu, Batı"
Pamukkale,3,65,60,1,6,Kombi,2,Uygun,Eşyalı,1,İkinci El,Hayır,1490000,,
Pamukkale,4,130,125,1,0,Yerden Isıtma,1,Uygun,Eşyalı Değil,1,Sıfır,Hayır,2500000,Kat İrtifakı,"Kuzey, Güney, Doğu, Batı"
Pamukkale,2,65,60,2,8,Kombi,3,Uygun,Eşyalı,1,İkinci El,Evet,1450000,,
Pamukkale,3,90,80,1,0,Kombi,2,Uygun,Eşyalı Değil,1,Sıfır,Evet,2750000,Kat Mülkiyeti,"Kuzey, Güney, Doğu, Batı"
Pamukkale,4,165,150,1,25,Merkezi (Pay Ölçer),4,Bilinmiyor,Eşyalı Değil,1,İkinci El,Hayır,3300000,,
Pamukkale,2,50,45,2,8,Kombi,4,Uygun,Eşyalı,1,İkinci El,Hayır,1299000,Kat Mülkiyeti,
Pamukkale,3,90,75,2,1,Kombi,4,Uygun,Bilinmiyor,1,Sıfır,Hayır,2200000,Kat Mülkiyeti,Kuzey
Pamukkale,3,75,65,0,5,Kombi,3,Uygun,Eşyalı,1,İkinci El,Evet,1250000,Kat Mülkiyeti,"Kuzey, Güney, Doğu, Batı"
Pamukkale,2,55,50,3,3,Yerden Isıtma,6,Uygun,Eşyalı,1,İkinci El,Hayır,1350000,,
Pamukkale,3,120,110,3,16,Soba,3,Uygun değil,Eşyalı Değil,1,İkinci El,Hayır,949000,Kat Mülkiyeti,"Güney, Doğu, Batı"
Pamukkale,4,130,120,2,0,Kombi,2,Uygun,Eşyalı Değil,2,Sıfır,Hayır,2450000,Kat Mülkiyeti,
Pamukkale,3,130,120,3,26,Kombi,3,Uygun değil,Eşyalı Değil,1,İkinci El,Hayır,1485000,Kat Mülkiyeti,"Güney, Doğu, Batı"
Pamukkale,4,150,145,0,25,Kombi,3,Uygun,Eşyalı Değil,1,İkinci El,Evet,2600000,,
Pamukkale,2,55,45,2,9,Kombi,4,Uygun,Eşyalı,1,İkinci El,Evet,1350000,Kat Mülkiyeti,"Kuzey, Güney, Doğu, Batı"
Pamukkale,2,50,42,1,4,Kombi,3,Uygun,Eşyalı,1,İkinci El,Evet,1269000,Kat Mülkiyeti,"Güney, Batı"
Pamukkale,2,60,55,1,7,Kombi,2,Uygun,Eşyalı,1,Sıfır,Evet,1299000,,
Pamukkale,2,65,60,2,7,Kombi,4,Uygun,Eşyalı,1,İkinci El,Hayır,1450000,,
Pamukkale,2,50,45,0,5,Kombi,3,Uygun,Eşyalı,1,İkinci El,Evet,1095000,Kat Mülkiyeti,"Güney, Doğu"
Pamukkale,3,125,120,1,30,Merkezi,4,Uygun,Eşyalı Değil,1,İkinci El,Evet,2095000,Kat Mülkiyeti,
Pamukkale,3,70,60,0,6,Yerden Isıtma,3,Uygun,Eşyalı,1,İkinci El,Bilinmiyor,1200000,,
Pamukkale,4,145,135,1,15,Kombi,3,Bilinmiyor,Eşyalı Değil,1,İkinci El,Hayır,1750000,,
Pamukkale,4,160,155,4,5,Kombi,4,Uygun,Eşyalı Değil,1,İkinci El,Evet,1850000,,
Pamukkale,3,100,80,2,5,Kombi,4,Uygun,Eşyalı Değil,1,İkinci El,Hayır,2100000,Kat Mülkiyeti,"Kuzey, Doğu"
Pamukkale,3,75,68,1,4,Kombi,3,Uygun,Eşyalı,1,İkinci El,Hayır,1290000,Kat İrtifakı,"Kuzey, Batı"
Pamukkale,3,90,88,-1,5,Kombi,4,Uygun,Eşyalı Değil,1,İkinci El,Evet,1450000,Kat Mülkiyeti,
Pamukkale,5,200,180,6,15,Kombi,6,Uygun,Eşyalı Değil,2,İkinci El,Hayır,4500000,,
Pamukkale,3,130,120,1,8,Kombi,4,Uygun,Eşyalı,1,İkinci El,Bilinmiyor,2625000,,
Pamukkale,2,50,40,1,4,Yerden Isıtma,4,Uygun,Eşyalı,1,İkinci El,Evet,1225000,Kat Mülkiyeti,"Kuzey, Güney, Doğu"
Pamukkale,3,120,110,2,0,Kombi,4,Uygun,Eşyalı Değil,1,Sıfır,Evet,1900000,,"Kuzey, Güney, Doğu, Batı"
Pamukkale,4,180,170,6,25,Merkezi (Pay Ölçer),6,Uygun,Eşyalı Değil,1,İkinci El,Hayır,2750000,,
Pamukkale,4,200,180,2,0,Yerden Isıtma,4,Uygun,Bilinmiyor,2,Sıfır,Bilinmiyor,5500000,,
Pamukkale,3,100,90,10,9,Kombi,12,Bilinmiyor,Bilinmiyor,1,İkinci El,Bilinmiyor,1399000,,
Pamukkale,3,65,60,2,12,Kombi,4,Uygun,Eşyalı,1,İkinci El,Hayır,1550000,,
Pamukkale,4,160,155,1,0,Kombi,4,Uygun,Eşyalı Değil,1,Sıfır,Evet,4000000,Kat Mülkiyeti,
Pamukkale,2,55,50,2,6,Kombi,3,Uygun,Eşyalı,1,İkinci El,Hayır,1199000,Kat İrtifakı,"Kuzey, Güney, Doğu, Batı"
Pamukkale,3,70,60,1,5,Kombi,5,Uygun,Eşyalı Değil,1,İkinci El,Evet,1550000,Kat Mülkiyeti,
Pamukkale,2,65,55,4,1,Yerden Isıtma,4,Uygun,Eşyalı,1,Sıfır,Hayır,1370000,,
Pamukkale,4,160,150,6,26,Kombi,6,Uygun,Eşyalı Değil,1,İkinci El,Evet,2499000,Kat Mülkiyeti,
Pamukkale,3,85,80,3,6,Yerden Isıtma,3,Uygun,Bilinmiyor,1,İkinci El,Bilinmiyor,1450000,,
Pamukkale,3,110,100,0,0,Kombi,2,Uygun,Eşyalı Değil,1,Sıfır,Hayır,1890000,Kat Mülkiyeti,
Pamukkale,3,120,110,2,0,Kombi,3,Uygun,Eşyalı Değil,1,Sıfır,Evet,2750000,,
Pamukkale,2,59,50,3,5,Kombi,3,Uygun,Eşyalı,1,İkinci El,Hayır,1399000,Kat Mülkiyeti,"Kuzey, Güney, Doğu, Batı"
Pamukkale,4,160,150,6,30,Kombi,6,Uygun,Bilinmiyor,1,İkinci El,Bilinmiyor,2399000,,
Pamukkale,4,170,165,7,30,Kombi,7,Uygun,Eşyalı Değil,1,İkinci El,Evet,2425000,Kat Mülkiyeti,"Güney, Doğu, Batı"
Pamukkale,4,160,140,6,30,Kombi,6,Uygun,Eşyalı Değil,1,İkinci El,Hayır,2399000,,
Pamukkale,3,85,70,3,0,Yerden Isıtma,4,Uygun,Eşyalı,1,İkinci El,Evet,3100000,Kat Mülkiyeti,
Pamukkale,4,175,165,3,26,Kombi,4,Bilinmiyor,Bilinmiyor,1,İkinci El,Bilinmiyor,2975000,,
Pamukkale,3,130,125,1,6,Kombi,3,Uygun,Eşyalı Değil,1,İkinci El,Evet,1950000,,
Pamukkale,3,115,100,2,0,Yerden Isıtma,2,Uygun,Bilinmiyor,1,Sıfır,Bilinmiyor,2400000,,
Pamukkale,4,128,110,2,7,Kombi,4,Uygun,Eşyalı Değil,1,İkinci El,Hayır,2450000,Kat Mülkiyeti,"Güney, Batı"
Pamukkale,4,145,138,3,5,Kombi,4,Uygun,Eşyalı Değil,1,İkinci El,Hayır,3299000,Kat İrtifakı,"Doğu, Batı"
Pamukkale,2,38,32,4,28,Kombi,4,Uygun değil,Eşyalı,1,İkinci El,Hayır,750000,,
Pamukkale,2,60,50,2,0,Yerden Isıtma,4,Uygun,Eşyalı Değil,1,Sıfır,Evet,2400000,Kat Mülkiyeti,
Pamukkale,4,120,100,4,0,Yerden Isıtma,5,Uygun,Eşyalı Değil,1,Sıfır,Hayır,2500000,,
Pamukkale,4,150,145,3,10,Kombi,3,Uygun,Eşyalı Değil,1,İkinci El,Evet,1950000,,
Pamukkale,3,90,80,2,6,Yerden Isıtma,3,Uygun,Bilinmiyor,1,İkinci El,Bilinmiyor,1950000,,
Pamukkale,3,71,63,1,0,Kombi,4,Uygun,Eşyalı Değil,1,Sıfır,Hayır,7250000,Kat Mülkiyeti,Doğu
Pamukkale,4,100,90,0,1,Kombi,2,Uygun,Eşyalı Değil,1,Sıfır,Evet,2000000,,
Pamukkale,4,150,140,1,20,Kombi,4,Uygun,Eşyalı Değil,1,İkinci El,Evet,1600000,,
Pamukkale,3,130,120,4,12,Kombi,4,Bilinmiyor,Bilinmiyor,1,İkinci El,Bilinmiyor,1820000,,
Pamukkale,2,45,40,3,20,Klima,5,Uygun,Eşyalı,1,İkinci El,Evet,1150000,Kat Mülkiyeti,
Pamukkale,3,65,60,0,5,Kombi,2,Uygun,Eşyalı,1,İkinci El,Evet,1350000,,
Pamukkale,3,90,80,0,25,Kombi,1,Uygun,Bilinmiyor,1,İkinci El,Bilinmiyor,950000,,"Güney, Doğu, Batı"
Pamukkale,4,150,140,3,33,Kombi,6,Uygun,Eşyalı Değil,1,İkinci El,Hayır,7500000,Kat İrtifakı,Güney
Pamukkale,4,175,165,1,35,Kombi,6,Uygun,Eşyalı Değil,1,İkinci El,Bilinmiyor,2339000,,
Pamukkale,2,65,60,2,7,Kombi,3,Uygun,Eşyalı,1,İkinci El,Evet,1300000,Kat Mülkiyeti,
Pamukkale,2,50,40,4,12,Yerden Isıtma,4,Uygun,Eşyalı,1,Sıfır,Hayır,1299000,,
Pamukkale,3,120,110,0,0,Kombi,3,Uygun,Eşyalı Değil,1,Sıfır,Evet,1700000,,
Pamukkale,4,145,130,2,2,Yerden Isıtma,4,Uygun,Eşyalı Değil,1,Sıfır,Hayır,3100000,Kat İrtifakı,"Kuzey, Güney, Doğu, Batı"
Pamukkale,1,20,17,4,10,Kombi,4,Uygun,Eşyalı,1,İkinci El,Evet,750000,Kat Mülkiyeti,
Pamukkale,1,55,50,2,3,Kombi,3,Uygun,Eşyalı,1,İkinci El,Evet,799000,Kat Mülkiyeti,"Kuzey, Güney, Doğu, Batı"
Pamukkale,2,55,45,1,3,Yerden Isıtma,3,Uygun,Eşyalı Değil,1,Sıfır,Evet,1500000,Kat Mülkiyeti,
Pamukkale,4,150,145,0,20,Kombi,3,Uygun,Eşyalı Değil,2,İkinci El,Evet,2000000,,
Pamukkale,2,45,40,0,5,Kombi,4,Uygun,Eşyalı,1,İkinci El,Evet,749000,Kat Mülkiyeti,
Pamukkale,3,115,105,2,0,Yerden Isıtma,2,Uygun,Eşyalı Değil,1,Sıfır,Evet,2400000,Kat Mülkiyeti,
Pamukkale,3,120,110,2,0,Kombi,3,Uygun,Eşyalı Değil,1,Sıfır,Evet,1750000,,
Pamukkale,3,120,110,0,0,Kombi,2,Uygun,Eşyalı Değil,1,Sıfır,Bilinmiyor,1700000,Kat Mülkiyeti,"Güney, Doğu, Batı"
Pamukkale,3,90,85,0,4,Kombi,4,Uygun,Eşyalı Değil,1,İkinci El,Hayır,1400000,,
Pamukkale,2,45,40,0,5,Kombi,2,Uygun,Eşyalı,1,İkinci El,Hayır,665000,Kat Mülkiyeti,
Pamukkale,3,120,110,2,0,Kombi,3,Uygun,Eşyalı Değil,1,Sıfır,Evet,1550000,,
Pamukkale,2,55,50,2,5,Kombi,3,Uygun,Eşyalı,1,İkinci El,Hayır,1199000,Kat Mülkiyeti,"Kuzey, Güney, Doğu, Batı"
Pamukkale,3,55,50,2,10,Kombi,4,Uygun,Eşyalı,1,İkinci El,Evet,2000000,Kat Mülkiyeti,"Güney, Batı"
Pamukkale,2,55,45,1,1,Kombi,4,Bilinmiyor,Eşyalı,1,Sıfır,Hayır,1099000,Kat İrtifakı,"Kuzey, Güney, Doğu, Batı"
Pamukkale,1,30,25,-1,5,Kombi,2,Uygun,Eşyalı,1,İkinci El,Hayır,650000,Kat Mülkiyeti,
Pamukkale,4,135,130,3,3,Kombi,3,Uygun,Eşyalı Değil,1,İkinci El,Hayır,2600000,Kat Mülkiyeti,
Pamukkale,3,110,90,3,6,Kombi,5,Bilinmiyor,Eşyalı Değil,1,İkinci El,Hayır,2100000,Kat Mülkiyeti,Kuzey
Pamukkale,4,160,150,2,0,Kombi,3,Uygun,Eşyalı Değil,1,Sıfır,Evet,2250000,Kat Mülkiyeti,"Kuzey, Güney, Doğu, Batı"
Pamukkale,2,50,45,2,6,Yerden Isıtma,3,Uygun,Eşyalı,1,İkinci El,Hayır,1100000,Kat Mülkiyeti,Güney
Pamukkale,3,70,65,0,10,Kombi,5,Uygun,Eşyalı,1,İkinci El,Evet,1250000,Kat Mülkiyeti,
Pamukkale,2,45,40,-1,10,Kombi,4,Bilinmiyor,Eşyalı,1,İkinci El,Hayır,699000,,
Pamukkale,2,45,42,3,3,Kombi,3,Uygun,Eşyalı,1,Sıfır,Hayır,799000,Kat Mülkiyeti,Güney
Pamukkale,4,150,140,2,0,Kombi,4,Uygun,Eşyalı Değil,1,Sıfır,Evet,2800000,Kat Mülkiyeti,
Pamukkale,3,90,80,2,7,Yerden Isıtma,4,Uygun,Eşyalı,1,İkinci El,Hayır,1950000,Kat Mülkiyeti,"Kuzey, Güney, Doğu, Batı"
Pamukkale,4,160,150,2,0,Kombi,3,Uygun değil,Eşyalı Değil,1,Sıfır,Evet,2250000,,
Pamukkale,3,115,100,4,11,Kombi,7,Uygun,Eşyalı Değil,1,İkinci El,Bilinmiyor,1599000,,
Pamukkale,3,140,138,5,30,Kombi,7,Uygun,Eşyalı Değil,1,İkinci El,Evet,1500000,Kat Mülkiyeti,
Pamukkale,3,70,60,-1,8,Yerden Isıtma,2,Uygun,Eşyalı Değil,1,İkinci El,Evet,1000000,Kat Mülkiyeti,
Pamukkale,2,65,55,1,8,Kombi,4,Uygun,Bilinmiyor,1,İkinci El,Bilinmiyor,1650000,,
Pamukkale,3,110,100,2,25,Kombi,5,Uygun,Eşyalı Değil,1,İkinci El,Hayır,1275000,,"Kuzey, Güney, Doğu, Batı"
Pamukkale,4,160,150,6,30,Kombi,6,Uygun,Eşyalı Değil,1,İkinci El,Evet,2399000,Kat Mülkiyeti,
Pamukkale,3,125,115,3,19,Kombi,3,Uygun,Eşyalı Değil,1,İkinci El,Bilinmiyor,1849000,Kat Mülkiyeti,"Kuzey, Batı"
Pamukkale,2,47,45,-1,30,Kombi,3,Uygun,Eşyalı,1,İkinci El,Bilinmiyor,700000,,
Pamukkale,3,116,105,1,11,Kombi,2,Uygun,Bilinmiyor,1,İkinci El,Bilinmiyor,2250000,,
Pamukkale,4,150,140,3,0,Kombi,5,Uygun,Eşyalı Değil,1,Sıfır,Evet,2400000,,"Kuzey, Güney, Doğu, Batı"
Pamukkale,3,90,85,1,6,Kombi,3,Uygun,Eşyalı Değil,1,İkinci El,Evet,1650000,Kat Mülkiyeti,
Pamukkale,4,160,143,2,12,Kombi,4,Uygun,Eşyalı Değil,1,İkinci El,Bilinmiyor,3049000,Kat İrtifakı,"Kuzey, Batı"
Pamukkale,2,40,38,0,5,Kombi,3,Uygun,Eşyalı,1,İkinci El,Evet,1000000,Kat İrtifakı,
Pamukkale,3,160,130,7,16,Kombi,7,Uygun,Eşyalı Değil,1,İkinci El,Hayır,1765000,,
Pamukkale,1,40,35,3,8,Kombi,3,Uygun,Eşyalı,1,İkinci El,Evet,820000,Kat Mülkiyeti,"Kuzey, Güney, Doğu, Batı"
Pamukkale,4,145,130,4,28,Kombi,7,Uygun,Eşyalı Değil,1,İkinci El,Bilinmiyor,2949000,Kat İrtifakı,"Kuzey, Doğu, Batı"
Pamukkale,4,170,160,3,7,Yerden Isıtma,3,Uygun,Bilinmiyor,1,İkinci El,Bilinmiyor,3300000,,
Pamukkale,3,120,110,3,30,Kombi,6,Bilinmiyor,Eşyalı Değil,1,İkinci El,Hayır,1250000,,
Pamukkale,2,50,45,2,4,Yerden Isıtma,6,Uygun,Eşyalı,1,İkinci El,Hayır,1290000,Kat Mülkiyeti,
Pamukkale,4,180,170,2,0,Kombi,4,Uygun,Eşyalı Değil,2,Sıfır,Evet,4500000,Kat Mülkiyeti,
Pamukkale,3,120,110,0,15,Kombi,3,Uygun,Eşyalı Değil,1,İkinci El,Hayır,1350000,,
Pamukkale,2,45,43,2,5,Kombi,4,Uygun,Eşyalı,1,İkinci El,Evet,1550000,Kat Mülkiyeti,
Pamukkale,2,50,45,1,6,Kombi,3,Uygun,Eşyalı,1,İkinci El,Hayır,1250000,Kat Mülkiyeti,
Pamukkale,4,160,155,6,30,Kombi,6,Uygun,Eşyalı Değil,1,İkinci El,Hayır,2399000,Kat İrtifakı,"Doğu, Batı"
Pamukkale,3,100,95,2,10,Kombi,3,Uygun,Bilinmiyor,1,İkinci El,Bilinmiyor,1600000,,
Pamukkale,3,90,80,3,6,Kombi,3,Uygun,Eşyalı,1,İkinci El,Evet,1519000,Kat Mülkiyeti,
Pamukkale,2,55,45,2,4,Kombi,2,Uygun,Eşyalı,1,İkinci El,Hayır,1185000,Kat İrtifakı,
Pamukkale,3,120,110,0,0,Yerden Isıtma,3,Uygun,Eşyalı Değil,1,Sıfır,Bilinmiyor,2250000,,
Pamukkale,4,160,150,6,30,Kombi,6,Uygun,Eşyalı Değil,1,İkinci El,Evet,2399000,Kat Mülkiyeti,"Kuzey, Güney, Doğu, Batı"
Pamukkale,3,80,70,3,5,Kombi,3,Uygun,Eşyalı,1,İkinci El,Hayır,1699000,Kat İrtifakı,
Pamukkale,3,120,110,2,0,Kombi,4,Uygun,Eşyalı,1,Sıfır,Evet,1900000,,
Pamukkale,2,60,50,3,5,Kombi,5,Bilinmiyor,Bilinmiyor,1,İkinci El,Bilinmiyor,2000000,,
Pamukkale,2,65,60,1,5,Yerden Isıtma,3,Uygun,Eşyalı,1,İkinci El,Evet,1650000,Kat Mülkiyeti,
Pamukkale,2,50,45,0,5,Yerden Isıtma,3,Uygun,Eşyalı,1,İkinci El,Hayır,899000,,
Pamukkale,3,100,90,3,13,Kombi,3,Uygun,Eşyalı Değil,1,İkinci El,Evet,1450000,Kat Mülkiyeti,
Pamukkale,3,125,120,2,23,Kombi,4,Uygun,Eşyalı Değil,1,İkinci El,Bilinmiyor,1550000,Kat İrtifakı,"Doğu, Batı"
Pamukkale,2,55,50,0,5,Kombi,2,Uygun,Eşyalı,1,İkinci El,Hayır,1175000,Kat Mülkiyeti,
Pamukkale,5,185,170,2,15,Kombi,3,Uygun,Eşyalı Değil,1,İkinci El,Hayır,3500000,,
Pamukkale,3,88,80,0,10,Yerden Isıtma,3,Uygun,Eşyalı,1,İkinci El,Hayır,1750000,Kat Mülkiyeti,"Kuzey, Güney, Doğu, Batı"
Pamukkale,3,125,115,4,23,Kombi,4,Uygun,Eşyalı Değil,1,İkinci El,Hayır,1499000,Kat İrtifakı,"Kuzey, Doğu, Batı"
Pamukkale,4,160,145,0,0,Kombi,2,Uygun,Eşyalı Değil,1,Sıfır,Hayır,2650000,Kat İrtifakı,"Kuzey, Güney, Batı"
Pamukkale,2,55,50,4,16,Kombi,7,Uygun,Eşyalı,1,İkinci El,Evet,1190000,Kat Mülkiyeti,"Kuzey, Güney, Doğu, Batı"
